FID,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,ANIMAL_CNT,E_ANIMAL_C,AU,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,Geo_note,x,y
2372,"96 Haney Road, Heidelberg",MS,39439,31.813069,-89.015569,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9909168,3738799
2373,"39 Eddie Lee Drive, Buckatunna",MS,39322,31.648636,-88.488914,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9850541,3717277
2374,"280 Windmill Road, Mount Olive",MS,39119,31.681389,-89.725019,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9988144,3721561
2375,"40 Riels Road, Seminary",MS,39479,31.484447,-89.3925,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9951128,3695826
2376,"1355 Fowl Road, Leakesville",MS,39451,31.184744,-88.648911,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9868352,3656766
2377,"70 Rube Rich Road, Richton",MS,39476,31.383889,-88.861406,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9892007,3682706
2378,"3400 Pine Grove Road, Walnut Grove",MS,39189,32.597236,-89.325,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9943614,3841966
2379,"2133 Albert Smith Road, Leakesville",MS,39451,31.231136,-88.604167,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9863371,3662804
2380,"815 Mount Pleasant Road, Mount Olive",MS,39119,31.723356,-89.698347,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9985175,3727052
2381,"7225 Highway 568 West, Magnolia",MS,39652,31.082519,-90.604739,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10086074,3643471
2382,"1263 Highway 27 North, Jayess",MS,39641,31.279733,-90.109456,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10030939,3669132
2383,"1826 Tuck Wilkes Road, Noxapater",MS,39346,33.008911,-89.128339,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9921722,3896488
2384,"615 James Stanley Road, Noxapater",MS,39346,33.022778,-89.118078,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9920580,3898329
2385,"215 Gatorwood Road, Richton",MS,39476,31.401397,-88.951133,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9901995,3684989
2386,"465 Red Hill Florence Road, Heidelberg",MS,39330,31.788914,-88.991947,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9906539,3735635
2387,"1875 Highway 16 West, Carthage",MS,39051,32.696397,-89.620283,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9976485,3855076
2388,"965 Macedonia Cemetery Road, Macon",MS,39341,33.147522,-88.513894,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9853322,3914902
2389,"5896 Rollinson Road, Liberty",MS,39645,31.276692,-90.713333,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10098163,3668736
2390,"5894 Rollinson Road, Liberty",MS,39645,31.281961,-90.712792,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10098102,3669422
2391,"5266 Highway 84, Waynesboro",MS,39367,31.697792,-88.781669,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9883131,3723707
2392,"1159 Pumping Station Road, Osyka",MS,39652,31.011967,-90.351131,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10057843,3634304
2393,"295 Highway 533, Laurel",MS,39443,31.774469,-89.266133,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9937061,3733743
2394,"667 Lindsey Road, Morton",MS,39117,32.323619,-89.714731,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9986999,3805867
2395,"4592 Smith County Road 93, Taylorsville",MS,39168,31.952244,-89.431969,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9955522,3757044
2396,"199 Two Mile Road, Prentiss",MS,39474,31.640578,-89.874469,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10004781,3716224
2397,"2416 County Road 120, Quitman",MS,39355,32.012803,-88.7964,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9884771,3764992
2398,"3801 Smith County Road 504C, Forest",MS,39074,32.149731,-89.447519,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9957253,3782982
2399,"436 Robert Butler Road, Forest",MS,39074,32.499189,-89.421969,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9954409,3829018
2400,"60 Mesa Road, Tylertown",MS,39667,31.130856,-90.206956,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10041793,3649756
2401,"1139 Road 759, Philadelphia",MS,39350,32.822781,-88.984458,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9905705,3871805
2402,"490 County Road 803, Ripley",MS,38663,34.728358,-89.046947,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9912661,4127028
2403,"1136 Conehatta Road, Lake",MS,39092,32.403069,-89.339464,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9945224,3816338
2404,"1136 Conehatta Road, Lake",MS,39092,32.403069,-89.339464,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9945224,3816338
2405,"32574 Highway 25 North, Sturgis",MS,39769,33.2639,-88.937525,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9900481,3930386
2406,"10221 Road 630, Philadelphia",MS,39350,32.7614,-89.001967,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9907654,3863677
2407,"1414 Jerricho Loop, McLain",MS,39456,31.029169,-88.791414,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9884216,3636539
2408,"74 County Road 546, Corinth",MS,38834,34.849172,-88.657244,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9869280,4143404
2409,"10663 Highway 427, Philadelphia",MS,39350,32.749172,-89.323633,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9943462,3862059
2410,"900 B and D Farm Road, Neely",MS,39461,31.194167,-88.721114,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9876390,3657992
2411,"600 Jones Pond Rd, Polkton, NC 28135, USA",NC,0,35.116958,-80.256519,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8934115,4179788
2412,"448 Colony Rd, Polkton, NC 28135, USA",NC,0,35.182138,-80.276524,Poultry,POULTRY (Pullet);,SIS0254, , , , ,0, ,0, , ,-8936342,4188662
2413,"329 Gardner Rd, Castalia",NC,27816,36.0736,-78.1347,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8697915,4310754
2414,"8598 NC 39 Hwy S, Henderson",NC,27537,36.2219,-78.2769,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8713745,4331199
2415,"13364 Cooper Rd, Nashville",NC,27856,36.1514,-77.9564,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8678067,4321475
2416,"5128 Swift Creek School Rd, Whitakers",NC,27891,36.1317,-77.875,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8669006,4318759
2417,"5767 Taylors Gin Rd, Castalia",NC,27816,36.0728,-78.0222,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8685392,4310644
2418,"13266 Red Bud Rd, Castalia, NC 27816, USA",NC,0,36.1089,-78.0481,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8688275,4315617
2419,"12307 NC Hwy 98, Spring Hope",NC,27882,35.9194,-78.1675,Poultry,POULTRY (Pullet);,SIS0254, , , , ,0, ,0, , ,-8701567,4289538
2420,"30000 Sides Rd, Albemarle",NC,28001,35.275,-80.2583,Poultry,POULTRY (Layer);,SIS0254, , , , ,0, ,0, , ,-8934313,4201317
2421,"2576 Caledonia Dr, Tillery",NC,27887,36.3014,-77.4514,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,11400,11400,0.19 lb per day-animal, ,-8621851,4342174
2422,"1008 Hyde Park Canal, Pantego",NC,27860,35.6417,-76.525,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,760000,760000,0.19 lb per day-animal, ,-8518724,4251432
2423,"1008 Hyde Park Canal, Pantego",NC,27860,35.6417,-76.525,Poultry,POULTRY (Pullet);,SIS0254, , , , ,0,165000,165000,0.22 lb per day-animal, ,-8518724,4251432
2424,"10927 Cooper Rd, Nashville",NC,27856,36.1164,-77.9444,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,38380,38380,0.19 lb per day-animal, ,-8676731,4316651
2425,"3326 Taylors Store Rd, Nashville",NC,27856,36.0228,-77.9778,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,33250,33250,0.19 lb per day-animal, ,-8680449,4303760
2426,"4051 N NC Hwy 581, Spring Hope",NC,27882,36.0044,-78.1236,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,26600,26600,0.19 lb per day-animal, ,-8696680,4301228
2427,"2541 Poultry Ln, Nashville",NC,27856,36.0033,-77.9889,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,21014,21014,0.19 lb per day-animal, ,-8681685,4301076
2428,"1016 Governor Burke Rd, Hillsborough",NC,27278,36.1036,-79.0864,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,11400,11400,0.19 lb per day-animal, ,-8803858,4314887
2429,"Edwards Farm Ln, Monroe, NC 28110, USA",NC,0,35.127575,-80.419556,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,266000,266000,0.19 lb per day-animal, ,-8952264,4181233
2430,7149 Nails Road Nicholls,GA,31554,31.4631698,-82.6174115,Poultry,POULTRY,SIS0251, , , , ,0, ,0, , ,-9196520,3693416
2431,1259 Roses Creek Rd Broxton,GA,31519,31.6251911,-82.8868112,Poultry,POULTRY,SIS0251, , , , ,0, ,0, , ,-9231495,3721615
2432,6475 Horseshoe Road Camilla,GA,31730,31.2931303,-84.2690665,Poultry,POULTRY,SIS0251, , , , ,0, ,0, , ,-9380502,3669704
2433,6475 Horseshoe Road Camilla,GA,31730,31.2931303,-84.2690665,Poultry,POULTRY,SIS0251, , , , ,0, ,0, , ,-9380502,3669704
2434,6475 Horseshoe Road Camilla,GA,31730,31.2931303,-84.2690665,Poultry,POULTRY,SIS0251, , , , ,0, ,0, , ,-9380502,3669704
2435,PO Box 758 Pine Grove,LA,70453,30.754167,-90.751944,Poultry,POULTRY;,SIS0254, , , , ,0,152000,152000,0.19 lb per day-animal, ,-10102461,3600865
2436,241 N CENTER RD HARTSVILLE,SC,29550,34.30988814,-79.96260431,Poultry,POULTRY (Duck);,SIS0259, , , , ,0,28800,28800,0.36 lb per day-animal, ,-8901397,4070490
2437,1907 Navajo Trail Dalhart,SC,29020,34.1796474,-80.38902842,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,50336,50336,0.22 lb per 1000 lb animal unit, ,-8948866,4052951
2438,2816 Camden Hwy Bishopville,SC,29010,34.30568882,-80.20905184,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,50160,50160,0.22 lb per 1000 lb animal unit, ,-8928831,4069924
2439,1005 TRUEX RD LEESVILLE,SC,29070,33.80972678,-81.41181286,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,15158,15158,0.22 lb per day-animal, ,-9062722,4003282
2440,RT 4 PO BOX 364 HEMINGWAY,SC,29554,33.80345198,-81.4042364,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,15158,15158,0.22 lb per day-animal, ,-9061879,4002442
2441,2205 BLAIR RD MARSHVILLE,SC,29520,34.80542644,-79.97489691,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,17600,17600,0.22 lb per day-animal, ,-8902765,4137472
2442,480 VANNOY RD MILLERS CREEK,SC,29520,34.78381918,-79.95500548,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,11968,11968,0.22 lb per day-animal, ,-8900551,4134543
2443,2434 BROCKS MILL RD CHERAW,SC,29520,34.74929467,-79.95425966,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,2640,2640,0.22 lb per day-animal, ,-8900468,4129864
2444,PO BOX 885 WAGENER,SC,29164,33.69941317,-81.48702103,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,2200,2200,0.22 lb per day-animal, ,-9071094,3988512
2445,121 JUDY BAY RD REEVESVILLE,SC,29477,33.16676363,-80.62416669,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,6402,6402,0.22 lb per day-animal, ,-8975042,3917461
2446,159 CREEKSIDE RD BRANCHVILLE,SC,29432,33.24508299,-80.71246081,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,7040,7040,0.22 lb per day-animal, ,-8984870,3927881
2447,2665 RODMAN RD CHESTER,SC,29704,34.77205164,-80.91465674,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,4840,4840,0.22 lb per day-animal, ,-9007379,4132948
2448,27324 HWY 9 PAGELAND,SC,29728,34.77329409,-80.34142271,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,11000,11000,0.22 lb per day-animal, ,-8943567,4133116
2449,PO BOX 41 SPRINGFIELD,SC,29146,33.5281854,-81.30223529,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,8932,8932,0.22 lb per day-animal, ,-9050524,3965624
2450,1741 HEALING SPRINGS RD BLACKVILLE,SC,29817,33.39094845,-81.26708217,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,11440,11440,0.22 lb per day-animal, ,-9046611,3947312
2451,1774 Hayestown Road Lake View,SC,29563,33.31878327,-81.28913045,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,5720,5720,0.22 lb per day-animal, ,-9049065,3937695
2452,PO BOX 503 BLACKVILLE,SC,29817,33.32927534,-81.27176174,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,8954,8954,0.22 lb per day-animal, ,-9047131,3939093
2453,8028 KINGSTREE HWY MANNING,SC,29102,33.68285251,-80.04639748,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,9636,9636,0.22 lb per day-animal, ,-8910725,3986297
2454,82 BAXTER ST WILLISTON,SC,29817,33.33078932,-81.29358103,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,5720,5720,0.22 lb per day-animal, ,-9049560,3939294
2455,PO BOX 321 ELKO,SC,29853,33.33424637,-81.36306245,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,5720,5720,0.22 lb per day-animal, ,-9057295,3939755
2456,486 OLD 96 INDIAN TRAIL BATESBURG,SC,29164,33.63632857,-81.49595011,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,4510,4510,0.22 lb per day-animal, ,-9072088,3980075
2457,374 HORSES NECK RD SWANSEA,SC,29169,33.72839292,-81.01579084,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,25190,25190,0.22 lb per day-animal, ,-9018637,3992391
2458,1972 HENRY DEESE RD JEFFERSON,SC,29718,34.58071718,-80.29076049,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,9724,9724,0.22 lb per day-animal, ,-8937927,4107048
2459,614 BANNING COPE,SC,29038,33.28627163,-80.90557845,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,6820,6820,0.22 lb per day-animal, ,-9006368,3933365
2460,615 BANNING ST COPE,SC,29038,33.28355862,-80.90523603,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,6820,6820,0.22 lb per day-animal, ,-9006330,3933003
2461,1052 WATERS FERRY RD NORTH,SC,29112,33.64007062,-81.08385883,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,4444,4444,0.22 lb per day-animal, ,-9026214,3980575
2462,1173 Oro Church Rd. Pageland,SC,29728,34.77833967,-80.33084871,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,6248,6248,0.22 lb per day-animal, ,-8942390,4133800
2463,340 Brittany Ln. Seneca,SC,29689,34.76441269,-80.11842838,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,10648,10648,0.22 lb per day-animal, ,-8918743,4131913
2464,1038 TRACY ST BARNWELL,SC,29812,33.2556303,-81.24060107,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,17776,17776,0.22 lb per day-animal, ,-9043663,3929285
2465,533 Banning St. Cope,SC,29038,33.32044232,-80.93498966,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,10560,10560,0.22 lb per day-animal, ,-9009642,3937916
2466,5116 WYLIE'S MILL RD EDGEMOOR,SC,29714,34.75628698,-80.91119635,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,17776,17776,0.22 lb per day-animal, ,-9006994,4130812
2467,2172 CASSIDY MILL RD CHESTERFIELD,SC,29709,34.64225522,-80.13539426,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,11440,11440,0.22 lb per day-animal, ,-8920632,4115372
2468,122 CAREY FRICK DR MONETTA,SC,29105,33.86590792,-81.57718151,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,15840,15840,0.22 lb per day-animal, ,-9081131,4010812
2469,2915 HONEYFORD RD DENMARK,SC,29003,33.26700096,-81.20203468,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,16500,16500,0.22 lb per day-animal, ,-9039370,3930799
2470,388 CEDAR CREEK RD WAGENER,SC,29164,33.62718455,-81.48627214,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,10560,10560,0.22 lb per day-animal, ,-9071011,3978852
2471,206 ROCK CREEK RD FAIR PLAY,SC,29643,34.52752927,-83.03770438,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,5676,5676,0.22 lb per day-animal, ,-9243715,4099859
2472,271 MILE LN WILLISTON,SC,29137,33.54088442,-81.31625105,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,10560,10560,0.22 lb per day-animal, ,-9052084,3967320
2473,337 MILE LN WILLISTON,SC,29853,33.45154713,-81.34376836,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,16500,16500,0.22 lb per day-animal, ,-9055147,3955395
2474,8775 MARLBORO AVE BARNWELL,SC,29812,33.1955746,-81.18689455,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,18480,18480,0.22 lb per day-animal, ,-9037684,3921293
2475,122 CAREY FRICK DR MONETTA,SC,29105,33.88342329,-81.58157549,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,16236,16236,0.22 lb per day-animal, ,-9081620,4013160
2476,373 CHURCH RD BATESBURG,SC,29006,33.90860544,-81.60168835,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,13200,13200,0.22 lb per day-animal, ,-9083859,4016537
2477,357 CLAY HILLRD PELION,SC,29123,33.79842948,-81.2154062,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,11440,11440,0.22 lb per day-animal, ,-9040858,4001769
2478,500 SEXTON GIN RD IVA,SC,29655,34.34046373,-82.63766399,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,10560,10560,0.22 lb per day-animal, ,-9199183,4074611
2479,1938 SARMARIA HWY LEESVILLE,SC,29070,33.79247744,-81.44461907,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,28380,28380,0.22 lb per 1000 lb animal unit, ,-9066374,4000972
2480,121 DECIE RD LEESVILLE,SC,29070,33.83586051,-81.39713009,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,15378,15378,0.22 lb per 1000 lb animal unit, ,-9061087,4006784
2481,3548 COLUMBIA HWY LEESVILLE,SC,29070,34.0377761,-81.52368694,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,27060,27060,0.22 lb per 1000 lb animal unit, ,-9075176,4033876
2482,8126 GARNERS FERRY RD COLUMBIA,SC,29009,34.44107764,-80.39048626,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,26400,26400,0.22 lb per 1000 lb animal unit, ,-8949028,4088184
2483,2087 DOG LEG RD LEESVILLE,SC,29070,33.96430508,-81.47717365,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,10340,10340,0.22 lb per 1000 lb animal unit, ,-9069998,4024011
2484,194 SPANN RD WARD,SC,29166,33.8707977,-81.72445038,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,35200,35200,0.22 lb per 1000 lb animal unit, ,-9097525,4011467
2485,7625 TWO NOTCH RD BATESBURG,SC,29006,33.86119937,-81.51982978,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,19250,19250,0.22 lb per 1000 lb animal unit, ,-9074746,4010181
2486,1201 KIRKSEY PITTS RD TROY,SC,29848,34.00658807,-82.02107092,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,29040,29040,0.22 lb per 1000 lb animal unit, ,-9130544,4029688
2487,75 SUNNYVIEW RD ST MATTHEWS,SC,29135,33.71286297,-80.88337019,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,22880,22880,0.22 lb per 1000 lb animal unit, ,-9003896,3990312
2488,509 PLAYGROUND RD WALHALLA,SC,29693,34.58292599,-82.98952523,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,14300,14300,0.22 lb per 1000 lb animal unit, ,-9238352,4107347
2489,101 AG SERVICE CENTER CLEMSON,SC,29634,34.65665002,-82.83628124,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,1.1,1.1,0.22 lb per 1000 lb animal unit, ,-9221293,4117320
2490,1878 GREENWOOD HWY SALUDA,SC,29138,34.03679742,-81.90338004,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,14960,14960,0.22 lb per 1000 lb animal unit, ,-9117443,4033745
2491,1459 SPANN RD BATESBURG,SC,29006,33.93533193,-81.65527716,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,5500,5500,0.22 lb per 1000 lb animal unit, ,-9089824,4020123
2492,1450 HIGH POINT RD BATESBURG,SC,29006,34.00633465,-81.60085512,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,17314,17314,0.22 lb per 1000 lb animal unit, ,-9083766,4029654
2493,2631 COLUMBIA HWY BATESBURG,SC,29006,34.03090023,-81.59916716,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,22880,22880,0.22 lb per 1000 lb animal unit, ,-9083578,4032953
2494,PO BOX 758 NEWBERRY,SC,29108,34.25711393,-81.70106401,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,25300,25300,0.22 lb per 1000 lb animal unit, ,-9094921,4063380
2495,348 SAMARIA HWY BATESBURG,SC,29006,33.83511674,-81.4974514,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,19360,19360,0.22 lb per 1000 lb animal unit, ,-9072255,4006685
2496,617 SPANN RD WARD,SC,29166,33.89222705,-81.70505864,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,17600,17600,0.22 lb per 1000 lb animal unit, ,-9095366,4014341
2497,311 PALOMINO RD BATESBURG,SC,29006,33.81261048,-81.47365716,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,20240,20240,0.22 lb per 1000 lb animal unit, ,-9069606,4003669
2498,PO BOX 736 ELLERBE,SC,29070,33.83056021,-81.52371739,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,19140,19140,0.22 lb per 1000 lb animal unit, ,-9075179,4006074
2499,141 COUNTRY CLUB BLVD SAINT GEORGE,SC,29477,33.20771577,-80.68828031,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,28204,28204,0.22 lb per 1000 lb animal unit, ,-8982179,3922908
2500,1281 LIVINGSTON RD POMARIA,SC,29127,34.18984175,-81.5067896,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,40700,40700,0.22 lb per 1000 lb animal unit, ,-9073295,4054323
2501,2057 WILLIS ST BATESBURG,SC,29006,33.83469879,-81.51941532,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,25850,25850,0.22 lb per 1000 lb animal unit, ,-9074700,4006629
2502,175 TOM MOORE RD LEESVILLE,SC,29070,34.01348824,-81.52553051,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,22880,22880,0.22 lb per 1000 lb animal unit, ,-9075381,4030614
2503,511 JUNIPER SPRINGS RD GILBERT,SC,29054,33.92010194,-81.36591584,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,73260,73260,0.22 lb per 1000 lb animal unit, ,-9057613,4018080
2504,249 POPLAR SPRINGS RD LEESVILLE,SC,29070,33.89800335,-81.46812781,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,13200,13200,0.22 lb per 1000 lb animal unit, ,-9068991,4015115
2505,766 HOLDEN RD BATESBURG,SC,29006,33.78415748,-81.49139917,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,26400,26400,0.22 lb per 1000 lb animal unit, ,-9071581,3999857
2506,117 MUSKET RD GILBERT,SC,29054,33.86931406,-81.36466332,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,20240,20240,0.22 lb per 1000 lb animal unit, ,-9057473,4011268
2507,395 ARMSTRONG RD SENECA,SC,29678,34.63275556,-83.03567135,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,157344,157344,0.22 lb per 1000 lb animal unit, ,-9243489,4114086
2508,1389 KERSHAW COUNTRY CLUB RD KERSHAW,SC,29067,34.53249424,-80.62760351,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,8140,8140,0.22 lb per 1000 lb animal unit, ,-8975424,4100530
2509,1340 NAZARENE RD BATESBURG,SC,29006,33.8297658,-81.54236103,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,36300,36300,0.22 lb per 1000 lb animal unit, ,-9077254,4005967
2510,22858 US HWY 76 NEWBERRY,SC,29108,34.34846122,-81.68257042,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,29040,29040,0.22 lb per 1000 lb animal unit, ,-9092863,4075689
2511,3535 LEGEND RD LANCASTER,SC,29720,34.81540683,-80.64797154,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,21538,21538,0.22 lb per 1000 lb animal unit, ,-8977691,4138825
2512,2051 PINE GROVE RD SENECA,SC,29678,34.55899221,-82.93627775,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,46420,46420,0.22 lb per 1000 lb animal unit, ,-9232425,4104111
2513,203 QUINTANA CIR WESTMINSTER,SC,29693,34.59155222,-82.98920258,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,47080,47080,0.22 lb per 1000 lb animal unit, ,-9238316,4108513
2514,649 BEN KYZER RD GILBERT,SC,29054,33.89074243,-81.38782699,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,17160,17160,0.22 lb per 1000 lb animal unit, ,-9060052,4014142
2515,298 LANDRESS DR SENECA,SC,29678,34.65904997,-82.87255153,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,14498,14498,0.22 lb per 1000 lb animal unit, ,-9225331,4117644
2516,14621 W HWY 55 BLACKSBURG,SC,29702,35.07717826,-81.38453565,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,13200,13200,0.22 lb per 1000 lb animal unit, ,-9059685,4174375
2517,363 ALTEES CORBETT RD SALLEY,SC,29137,33.62119413,-81.24829667,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,33000,33000,0.22 lb per 1000 lb animal unit, ,-9044519,3978051
2518,154 CORLEY BRIDGE RD LEESVILLE,SC,29070,34.02729949,-81.54344915,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,36960,36960,0.22 lb per 1000 lb animal unit, ,-9077376,4032469
2519,199 NICKLES RD SENECA,SC,29678,34.57998906,-82.93907351,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,44000,44000,0.22 lb per 1000 lb animal unit, ,-9232736,4106950
