FID,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,ANIMAL_CNT,E_ANIMAL_C,AU,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,Geo_note,x,y
542,"CORNER OF CR 1 AND BRAZELL RD., RUTLEDGE",AL,36071,31.714834,-86.3769181,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,104544,104544,88 lb per 1000 lb animal unit, ,-9615435,3725937
543,"2953 GOLDEN ROAD, GOSHEN",AL,36035,31.6914206,-86.1787238,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,135168,135168,88 lb per 1000 lb animal unit, ,-9593372,3722873
544,"FARRIOR ROAD, LUVERNE",AL,36049,31.8321848,-86.2464645,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,160512,160512,88 lb per 1000 lb animal unit, ,-9600913,3741303
545,"6746 MERIWETHER TRAIL, HONORAVILLE",AL,36042,31.9499186,-86.4156706,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,147840,147840,88 lb per 1000 lb animal unit, ,-9619749,3756739
546,"6572 BOWDEN ROAD, HONORAVILLE",AL,36042,31.9492419,-86.3977766,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,110528,110528,88 lb per 1000 lb animal unit, ,-9617757,3756650
547,"POWELL ROAD, BRANTLEY",AL,36009,31.5524399,-86.2012539,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,90992,90992,88 lb per 1000 lb animal unit, ,-9595880,3704705
548,"607 NICHOLS BLUFF ROAD, BRANTLEY",AL,36009,31.6321159,-86.3270994,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,247808,247808,88 lb per 1000 lb animal unit, ,-9609889,3715117
549,"941 S GOSHEN RD., GOSHEN",AL,36035,31.677441,-86.1661362,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,121176,121176,88 lb per 1000 lb animal unit, ,-9591971,3721045
550,"HWY 10 RUTLEDGE, LUVERNE",AL,0,31.7163253,-86.2638465,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,93808,93808,88 lb per 1000 lb animal unit, ,-9602848,3726132
551,"1183 CENTERIDGE ROAD, LUVERNE",AL,36049,31.7915405,-86.3830313,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,120384,120384,88 lb per 1000 lb animal unit, ,-9616116,3735979
552,"416 HORSECREEK RD., RUTLEDGE",AL,36071,31.7259546,-86.4007786,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,70136,70136,88 lb per 1000 lb animal unit, ,-9618091,3727392
553,"HOLLAND BRIDGE ROAD, RUTLEDGE",AL,36071,31.6295924,-86.3880279,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,190080,190080,88 lb per 1000 lb animal unit, ,-9616672,3714787
554,"6593 MERIWETHER TRAIL, HONORAVILLE",AL,36042,31.947829,-86.4113242,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,98560,98560,88 lb per 1000 lb animal unit, ,-9619265,3756465
555,"5273 SWEETWATER ROAD, HIGHLAND HOME",AL,36041,31.8976917,-86.32862,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,17072,17072,88 lb per 1000 lb animal unit, ,-9610059,3749889
556,"CR 9 RUTLEDGE, RUTLEDGE",AL,36071,31.7304339,-86.3096846,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,103312,103312,88 lb per 1000 lb animal unit, ,-9607951,3727978
557,"1526 STUMP ROAD, BRANTLEY",AL,36009,31.6496536,-86.1963853,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,129976,129976,88 lb per 1000 lb animal unit, ,-9595338,3717410
558,"HWY 61, LUVERNE",AL,0,31.7165455,-86.2638492,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,88704,88704,88 lb per 1000 lb animal unit, ,-9602848,3726161
559,"869 FOWLER ROAD, LUVERNE",AL,36049,31.8248263,-86.2696749,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,129536,129536,88 lb per 1000 lb animal unit, ,-9603497,3740339
560,"3068 THOMAS ROAD, HIGHLAND HOME",AL,36041,31.8653916,-86.3357826,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,120384,120384,88 lb per 1000 lb animal unit, ,-9610856,3745655
561,"OFF CR 57, RIGHT ON DIRT ROAD, FARM ON LEFT., BRAN,BRANTLEY",AL,36009,31.591351,-86.24478,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,125312,125312,88 lb per 1000 lb animal unit, ,-9600726,3709789
562,"CR 57 NEAR STUMP ROAD INTERSECTION, BRANTLEY",AL,0,31.4953822,-86.1905913,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,93632,93632,88 lb per 1000 lb animal unit, ,-9594693,3697253
563,"1911 RUTLEDGE LOOP RD., LUVERNE",AL,36049,31.6970409,-86.3038725,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,160512,160512,88 lb per 1000 lb animal unit, ,-9607304,3723609
564,"241 LYNN DRIVE, NAUVOO",AL,35578,33.9836655,-87.601839,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,101376,101376,88 lb per 1000 lb animal unit, ,-9751793,4026610
565,"523 GIN CREEK RD., GOSHEN",AL,36035,31.7199796,-86.1839779,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,112816,112816,88 lb per 1000 lb animal unit, ,-9593957,3726610
566,"LITTLE HORSE CREEK ROAD, RUTLEDGE",AL,36071,31.7020594,-86.3869388,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,67584,67584,88 lb per 1000 lb animal unit, ,-9616551,3724265
567,"1160 RUTLEDGE LOOP, LUVERNE",AL,36049,31.7101017,-86.3112713,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,118272,118272,88 lb per 1000 lb animal unit, ,-9608127,3725318
568,"BLACKMON ROAD, BRANTLEY",AL,36009,31.5644562,-86.3394673,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,133760,133760,88 lb per 1000 lb animal unit, ,-9611266,3706274
569,"538 POSEY ROAD, LAPINE",AL,36046,31.9240778,-86.3848366,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,120384,120384,88 lb per 1000 lb animal unit, ,-9616317,3753350
570,"305 JEFFCOAT ROAD, RUTLEDGE",AL,36071,31.7534568,-86.4075417,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,86944,86944,88 lb per 1000 lb animal unit, ,-9618844,3730992
571,"124 COUNTY ROAD 362, BRANTLEY",AL,36009,31.4657105,-86.1984135,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,18656,18656,88 lb per 1000 lb animal unit, ,-9595564,3693380
572,"COUNTY ROAD 68, LAPINE",AL,36046,31.8753767,-86.4004667,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,88704,88704,88 lb per 1000 lb animal unit, ,-9618056,3746964
573,"8329 IVY CREEK ROAD, BRANTLEY",AL,36009,31.6466086,-86.4188351,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,139392,139392,88 lb per 1000 lb animal unit, ,-9620101,3717012
574,"COUNTY ROAD 3336, BRUNDIDGE",AL,36010,31.6585049,-85.8888377,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,93632,93632,88 lb per 1000 lb animal unit, ,-9561102,3718568
575,"2768 GOLDEN ROAD, GOSHEN",AL,36035,31.6880912,-86.1811555,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,202752,202752,88 lb per 1000 lb animal unit, ,-9593643,3722438
576,"2752 CR 4408, BRUNDIDGE",AL,36010,31.7201615,-85.8160566,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,140800,140800,88 lb per 1000 lb animal unit, ,-9553000,3726634
577,"698 NEW BETHEL CHURCH ROAD, LAPINE",AL,36046,31.9533886,-86.3032023,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,120384,120384,88 lb per 1000 lb animal unit, ,-9607229,3757194
578,"KEITH WILLIAMS,VINEMONT",AL,0,34.2429261,-86.8671293,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,97152,97152,88 lb per 1000 lb animal unit, ,-9670005,4061469
579,"161 COUNTY ROAD 1112, CULLMAN",AL,35057,34.2136165,-86.9998265,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,114752,114752,88 lb per 1000 lb animal unit, ,-9684777,4057523
580,"3350 COUNTY ROAD 8, HANCEVILLE",AL,35077,33.9620682,-86.9554625,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,112640,112640,88 lb per 1000 lb animal unit, ,-9679838,4023711
581,"135 COUNTY ROAD 1684, HOLLY POND",AL,35083,34.2274189,-86.6124893,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,105600,105600,88 lb per 1000 lb animal unit, ,-9641659,4059381
582,"650 COUNTY ROAD 852, CRANE HILL",AL,35053,34.0734968,-87.0331377,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,87472,87472,88 lb per 1000 lb animal unit, ,-9688485,4038676
583,"1700 COUNTY ROAD 1659, CULLMAN",AL,35058,34.2194118,-86.679351,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,24288,24288,88 lb per 1000 lb animal unit, ,-9649102,4058303
585,"1400 COUNTY ROAD 1568, CULLMAN",AL,35058,34.2617742,-86.645972,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,111720,111720,57 lb per 1000 lb animal unit, ,-9645386,4064007
586,"COUNTY ROAD 425 CULLMAN,",AL,35057,34.130951,-86.9187769,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,42240,42240,88 lb per 1000 lb animal unit, ,-9675755,4046400
587,"579 COUNTY ROAD 1569, CULLMAN",AL,35019,34.2677775,-86.6600905,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,139392,139392,88 lb per 1000 lb animal unit, ,-9646958,4064816
589,"2246 COUNTY ROAD 1736, HOLLY POND",AL,35083,34.2158903,-86.5825955,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,9120,9120,57 lb per 1000 lb animal unit, ,-9638331,4057829
590,"1991 COUNTY ROAD 1233, VINEMONT",AL,35179,34.2666724,-86.9663011,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,112640,112640,88 lb per 1000 lb animal unit, ,-9681045,4064667
591,"4946 COUNTY ROAD 18, BREMEN",AL,35033,33.8949415,-87.0745747,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,18832,18832,88 lb per 1000 lb animal unit, ,-9693098,4014705
592,"COUNTY ROAD 1731, HOLLY POND",AL,35083,34.1742634,-86.616382,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,51216,51216,88 lb per 1000 lb animal unit, ,-9642092,4052226
593,"1167 COUNTY ROAD 1488, CULLMAN",AL,35058,34.2753113,-86.7607867,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,42240,42240,88 lb per 1000 lb animal unit, ,-9658167,4065831
594,"6618 COUNTY ROAD 1141, VINEMONT",AL,35179,34.2565501,-86.9883902,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,84480,84480,88 lb per 1000 lb animal unit, ,-9683504,4063304
595,"4949 HULACO ROAD, BAILEYTON",AL,35019,34.3129167,-86.6402667,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,105600,105600,88 lb per 1000 lb animal unit, ,-9644751,4070898
596,"1041 COUNTY ROAD 1609, CULLMAN",AL,35058,34.2139459,-86.7525392,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,57024,57024,88 lb per 1000 lb animal unit, ,-9657249,4057567
597,"1340 COUNTY ROAD 504, HANCEVILLE",AL,35077,33.9825455,-86.8355005,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,90112,90112,88 lb per 1000 lb animal unit, ,-9666484,4026459
598,"COUNTY ROAD 1490, CULLMAN",AL,35058,34.275739,-86.7453479,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,20976,20976,57 lb per 1000 lb animal unit, ,-9656449,4065888
599,"6305 COUNTY ROAD 1141, VINEMONT",AL,35179,34.2465357,-86.9894977,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9683627,4061955
600,"240 COUNTY ROAD 695, HOLLY POND",AL,35083,34.152238,-86.6117617,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,11264,11264,88 lb per 1000 lb animal unit, ,-9641578,4049263
601,"1776 AL HWY 91, BREMEN",AL,35033,33.9280906,-87.0259801,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,45144,45144,57 lb per 1000 lb animal unit, ,-9687688,4019151
602,"2211 COUNTY ROAD 688, HOLLY POND",AL,35083,34.1211844,-86.6092726,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,98560,98560,88 lb per 1000 lb animal unit, ,-9641301,4045087
603,"881 COUNTY ROAD 791, CULLMAN",AL,35055,34.164353,-86.648898,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,17600,17600,88 lb per 1000 lb animal unit, ,-9645712,4050893
604,"600 COUNTY ROAD 696, HOLLY POND",AL,35083,34.1586477,-86.6071466,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,28160,28160,88 lb per 1000 lb animal unit, ,-9641064,4050125
605,"1585 COUNTY ROAD 688, HOLLY POND",AL,35083,34.128466,-86.606163,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,168960,168960,88 lb per 1000 lb animal unit, ,-9640955,4046066
606,"255 COUNTY ROAD 1646, CULLMAN",AL,35058,34.1892473,-86.6839787,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,105600,105600,88 lb per 1000 lb animal unit, ,-9649617,4054243
607,"490 COUNTY ROAD 645, HANCEVILE",AL,35077,34.1204497,-86.6996774,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,95040,95040,88 lb per 1000 lb animal unit, ,-9651364,4044988
608,"2641 COUNTY ROAD 1422, CULLMAN",AL,35058,34.2505147,-86.7900786,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,42240,42240,88 lb per 1000 lb animal unit, ,-9661428,4062491
609,"1312 CO RD 747, CULLMAN",AL,35058,34.250428,-86.744055,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,42240,42240,88 lb per 1000 lb animal unit, ,-9656305,4062479
610,"1561 COUNTY ROAD 750, CULLMAN",AL,35055,34.1446078,-86.7152005,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,112640,112640,88 lb per 1000 lb animal unit, ,-9653093,4048237
611,"6651 COUNTY ROAD 1545 CULLMAN AL, CULLMAN",AL,35058,34.2788928,-86.7381419,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,112640,112640,88 lb per 1000 lb animal unit, ,-9655646,4066313
612,"402 COUNTY ROAD 737, CULLMAN",AL,35055,34.168161,-86.75126,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,112640,112640,88 lb per 1000 lb animal unit, ,-9657107,4051405
613,"400 COUNTY ROAD 651, HANCEVILLE",AL,35077,34.1027864,-86.6720544,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,42240,42240,88 lb per 1000 lb animal unit, ,-9648290,4042613
614,"2010 COUNTY ROAD 1674, CULLMAN",AL,35058,34.2181901,-86.6544572,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,19008,19008,88 lb per 1000 lb animal unit, ,-9646331,4058138
615,"COUNTY ROAD 502, OZARK",AL,36360,31.4163431,-85.5660535,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,204160,204160,88 lb per 1000 lb animal unit, ,-9525170,3686939
616,"150 COUNTY ROAD 108, OZARK",AL,36360,31.517021,-85.6962867,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,111232,111232,88 lb per 1000 lb animal unit, ,-9539667,3700079
617,"998 COUNTY ROAD 307, SKIPPERVILLE",AL,36374,31.6023378,-85.5934161,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,110704,110704,88 lb per 1000 lb animal unit, ,-9528216,3711225
618,"2252 WEST MAIN STREET, DALEVILLE",AL,36322,31.2366812,-85.7532495,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,131472,131472,88 lb per 1000 lb animal unit, ,-9546009,3663526
619,"1254 COUNTY ROAD 68, ARITON",AL,36311,31.6015366,-85.5908791,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,147840,147840,88 lb per 1000 lb animal unit, ,-9527934,3711120
620,"1037 DALE COUNTY ROAD 351, NEWVILLE",AL,36353,31.4756733,-85.4310196,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,133496,133496,88 lb per 1000 lb animal unit, ,-9510138,3694680
621,"468 COUNTY ROAD 16, MIDLAND CITY",AL,36350,31.3421394,-85.5509067,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,132880,132880,88 lb per 1000 lb animal unit, ,-9523484,3677263
622,"HIGHWAY 105, SKIPPERVILLE",AL,36374,31.557775,-85.5455171,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,67584,67584,88 lb per 1000 lb animal unit, ,-9522884,3705401
623,"1724 COUNTY ROAD 16, MIDLAND CITY",AL,36350,31.4987177,-85.526798,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,100144,100144,88 lb per 1000 lb animal unit, ,-9520800,3697689
624,"14193 EAST HWY 27, NEWVILLE,",AL,36353,31.4940487,-85.4383646,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,200200,200200,88 lb per 1000 lb animal unit, ,-9510956,3697079
625,"2157 COUNTY ROAD 72, ARITON",AL,36311,31.5980663,-85.6662324,Poultry,POULTRY (Pullet);,SIS0254, , , , ,0,29568,29568,88 lb per 1000 lb animal unit, ,-9536322,3710666
626,"COUNTY ROAD 18, NEWTON,",AL,36352,31.3753905,-85.5801556,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,33792,33792,88 lb per 1000 lb animal unit, ,-9526740,3681598
627,"SOUTH OF ECHO AT 10340 EAST HWY 27, ECHO",AL,36353,31.461719,-85.475903,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,123376,123376,88 lb per 1000 lb animal unit, ,-9515134,3692859
628,"910 COUNTY ROAD 245, OZARK",AL,36360,31.517188,-85.7592899,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,133496,133496,88 lb per 1000 lb animal unit, ,-9546681,3700100
629,"COUNTY ROAD 113, ARITON",AL,36311,31.5973604,-85.6270116,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,100144,100144,88 lb per 1000 lb animal unit, ,-9531956,3710574
630,"4177 COUNTY ROAD 50, OZARK",AL,36360,31.519732,-85.5926692,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,166408,166408,88 lb per 1000 lb animal unit, ,-9528133,3700433
631,"COUNTY ROAD 67, MIDLAND CITY",AL,36350,31.323454,-85.4889223,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,123904,123904,88 lb per 1000 lb animal unit, ,-9516584,3674828
632,"633 COUNTY ROAD 118, ARITON",AL,36311,31.5567289,-85.641933,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,101376,101376,88 lb per 1000 lb animal unit, ,-9533617,3705265
633,"COUNTY ROAD 91 (DEAN CHURCH ROAD), OZARK",AL,36360,31.383205,-85.6381689,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,132352,132352,88 lb per 1000 lb animal unit, ,-9533198,3682617
634,"2330 COUNTY ROAD 15, OZARK",AL,36360,31.541272,-85.5820399,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,110528,110528,88 lb per 1000 lb animal unit, ,-9526950,3703246
635,"6069 S. CO. RD. 20, OZARK",AL,36360,31.44589,-85.5636828,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,163328,163328,88 lb per 1000 lb animal unit, ,-9524906,3690794
636,"649 COUNTY HIGHWAY 42, ONEONTA",AL,35121,33.9996253,-86.4268567,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,56320,56320,88 lb per 1000 lb animal unit, ,-9620994,4028753
637,"2323 COUNTY ROAD 5, OZARK",AL,36360,31.518699,-85.751823,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,135168,135168,88 lb per 1000 lb animal unit, ,-9545850,3700298
638,"946 COUNTY ROAD 564, MIDLAND CITY",AL,36350,31.3914692,-85.4868858,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,188232,188232,88 lb per 1000 lb animal unit, ,-9516357,3683695
639,"300 AB STUBBS ROAD, OZARK",AL,36360,31.4965,-85.6398349,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,100672,100672,88 lb per 1000 lb animal unit, ,-9533383,3697399
640,"358 COUNTY ROAD 305, CLOPTON",AL,36317,31.6167068,-85.4293588,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,25344,25344,88 lb per 1000 lb animal unit, ,-9509953,3713103
641,"1 MILE WEST OF ECHO ON SOUTH SIDE OF DALE CR 36., OZARK",AL,0,31.4692348,-85.6391087,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,174064,174064,88 lb per 1000 lb animal unit, ,-9533302,3693840
642,"529 COUNTY ROAD 212, ARITON",AL,36311,31.5642419,-85.8124138,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9552595,3706246
643,"3966 S COUNTY ROAD 67, MIDLAND CITY",AL,36350,31.4243473,-85.4653549,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,117392,117392,88 lb per 1000 lb animal unit, ,-9513960,3687983
644,"1019 COUNTY RD. 120, ARITON",AL,36311,31.5667818,-85.6946461,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,174592,174592,88 lb per 1000 lb animal unit, ,-9539485,3706578
645,"3229 COUNTY ROAD 61, MIDLAND CITY",AL,36350,31.4137873,-85.4950428,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,130064,130064,88 lb per 1000 lb animal unit, ,-9517265,3686605
646,"13741 E. HWY 27, NEWVILLE,",AL,36353,31.497429,-85.4420221,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,123904,123904,88 lb per 1000 lb animal unit, ,-9511363,3697520
647,"3078 COUNTY ROAD 15, SKIPPERVILLE",AL,36374,31.5459948,-85.5864328,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9527439,3703863
648,"430 COUNTY ROAD 212, ARITON",AL,36311,31.5642419,-85.8124138,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,110704,110704,88 lb per 1000 lb animal unit, ,-9552595,3706246
649,"9135 E. HIGHWAY 27, OZARK",AL,36350,31.4567536,-85.4938038,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,176264,176264,88 lb per 1000 lb animal unit, ,-9517127,3692211
650,"342 COUNTY ROAD 31, NEWTON",AL,36352,31.3092671,-85.6245555,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,156288,156288,88 lb per 1000 lb animal unit, ,-9531682,3672980
651,"COUNTY ROAD 68, ARITON",AL,36311,31.6061075,-85.506445,Poultry,POULTRY (Pullet);,SIS0254, , , , ,0,29216,29216,88 lb per 1000 lb animal unit, ,-9518534,3711717
652,"1727 NAFTEL-RAMER ROAD, RAMER",AL,36069,32.014912,-86.2279119,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,105864,105864,88 lb per 1000 lb animal unit, ,-9598848,3765269
653,"3241 COUNTY ROAD 11, ARITON",AL,36311,31.534678,-85.7175955,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9542040,3702384
654,"425 DELTA STREET, MIDLAND CITY",AL,36350,31.3165551,-85.4921346,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,197120,197120,88 lb per 1000 lb animal unit, ,-9516941,3673929
655,"2172 COUNTY ROAD 57, OZARK",AL,36360,31.498264,-85.5220614,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,93808,93808,88 lb per 1000 lb animal unit, ,-9520273,3697629
656,"3055 COUNTY ROAD 18, OZARK",AL,36360,31.379211,-85.5641909,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,105072,105072,88 lb per 1000 lb animal unit, ,-9524963,3682096
657,"885 COUNTY RD 83, OZARK",AL,36360,31.3768729,-85.6074877,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9529782,3681791
658,"12918 HWY 105, NEWVILLE",AL,36353,31.5976649,-85.44358,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,84480,84480,88 lb per 1000 lb animal unit, ,-9511536,3710614
659,"CO. RD. 73, HEADLAND",AL,36345,31.407522,-85.396237,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,116600,116600,88 lb per 1000 lb animal unit, ,-9506266,3685788
660,"3292 E HIGHWAY 27, OZARK",AL,36360,31.4138788,-85.5609036,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,183040,183040,88 lb per 1000 lb animal unit, ,-9524597,3686617
661,"6039 HIGHWAY 105, SKIPPERVILLE",AL,36374,31.5628289,-85.5353317,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,125048,125048,88 lb per 1000 lb animal unit, ,-9521750,3706062
662,"11086 COUNTY ROAD 68, CLOPTON",AL,36317,31.6086418,-85.4300655,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9510032,3712048
663,"996 MILL AUSTIN ROAD, DALEVILLE",AL,36322,31.284165,-85.7309399,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,135168,135168,88 lb per 1000 lb animal unit, ,-9543525,3669709
664,"3078 COUNTY ROAD 15, SKIPPERVILLE",AL,36374,31.5459948,-85.5864328,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,110704,110704,88 lb per 1000 lb animal unit, ,-9527439,3703863
665,"1206 COUNTY ROAD 213, ARITON",AL,36311,31.5551915,-85.7342192,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,95040,95040,88 lb per 1000 lb animal unit, ,-9543890,3705064
666,"4359 COUNTY ROAD 61, MIDLAND CITY",AL,36350,31.399424,-85.4976863,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9517559,3684732
668,"2671 SOUTH CO. RD. 67, MIDLAND CITY",AL,36350,31.437273,-85.463183,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,110704,110704,88 lb per 1000 lb animal unit, ,-9513719,3689669
669,"COUNTY ROAD 3336, BRUNDIDGE",AL,36010,31.6585049,-85.8888377,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,53504,53504,88 lb per 1000 lb animal unit, ,-9561102,3718568
670,"715 COUNTY ROAD 564, MIDLAND CITY",AL,36350,31.3918182,-85.4849618,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,136312,136312,88 lb per 1000 lb animal unit, ,-9516143,3683740
671,"COUNTY ROAD 203, ARITON",AL,36311,31.5475674,-85.8237089,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9553852,3704068
672,"SOUTHEAST QUADRANT OF ST. CLAIR LANE AND RICK TURN,HUNTSVILLE",AL,0,34.7988341,-86.4555914,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,110704,110704,88 lb per 1000 lb animal unit, ,-9624193,4136578
673,"1439 COUNTY ROAD 235, OZARK",AL,36360,31.49986,-85.751128,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,73040,73040,88 lb per 1000 lb animal unit, ,-9545772,3697838
