state_code,county_code,livestock,quarter,risk,riskp
5,137,cattle,1,116005.06933432228,Low
5,139,cattle,1,206063.66013911617,Low
5,141,cattle,1,95198.27426304085,Low
5,143,cattle,1,1250255.2934837635,Low
5,145,cattle,1,3369916.331060678,Medium
5,147,cattle,1,115972.28393117398,Low
5,149,cattle,1,483323.6162481124,Low
6,1,cattle,1,356252.7495788025,Low
6,3,cattle,1,1752.4635512603231,Low
6,5,cattle,1,201076.04969289506,Low
6,7,cattle,1,4048598.6532516517,Medium
6,9,cattle,1,478074.9341312294,Low
6,11,cattle,1,7383453.102027778,High
6,13,cattle,1,2101005.0807310212,Medium
6,15,cattle,1,479339.703381297,Low
6,17,cattle,1,101461.25316281835,Low
6,19,cattle,1,13228581.80486469,Very high
6,21,cattle,1,9868035.242084181,High
6,23,cattle,1,2431635.2120173834,Medium
6,25,cattle,1,11588120.437703824,Very high
6,27,cattle,1,193117.70192477555,Low
6,29,cattle,1,6177627.055070586,High
6,31,cattle,1,20464960.804591656,Very high
6,33,cattle,1,33110.57061928387,Low
6,35,cattle,1,8444657.419561388,High
6,37,cattle,1,140943.221106625,Low
6,39,cattle,1,4688844.197643595,Medium
6,41,cattle,1,1051440.6895728789,Low
6,43,cattle,1,382790.93752082397,Low
6,45,cattle,1,166102.18022301982,Low
6,47,cattle,1,84954241.61796753,Very high
6,49,cattle,1,8336120.67029204,High
6,51,cattle,1,63607.7653781381,Low
6,53,cattle,1,681104.8200513375,Low
6,55,cattle,1,312295.1940412026,Low
6,57,cattle,1,75137.99622731715,Low
6,59,cattle,1,14681.657198415993,Low
6,61,cattle,1,1294109.3637440281,Low
6,63,cattle,1,756289.5671283655,Low
6,65,cattle,1,1646051.2398883724,Low
6,67,cattle,1,6909191.29955708,High
6,69,cattle,1,299248.64601395343,Low
6,71,cattle,1,1175529.4301856235,Low
6,73,cattle,1,255079.6918010507,Low
6,77,cattle,1,51889295.03589711,Very high
6,79,cattle,1,312914.57099207427,Low
6,81,cattle,1,101747.01084427568,Low
6,83,cattle,1,506794.8094646532,Low
6,85,cattle,1,255780.8990571895,Low
6,87,cattle,1,34967.478586730416,Low
6,89,cattle,1,838188.61305013,Low
6,91,cattle,1,197525.7916908676,Low
6,93,cattle,1,4551893.482194554,Medium
6,95,cattle,1,11451783.82993726,Very high
6,97,cattle,1,2159554.4133627145,Medium
6,99,cattle,1,34571313.72079043,Very high
6,101,cattle,1,1792723.7102627708,Medium
6,103,cattle,1,1246876.9627095128,Low
6,105,cattle,1,15468.147929526152,Low
6,107,cattle,1,23654856.362383913,Very high
6,109,cattle,1,209626.09884366702,Low
6,111,cattle,1,55753.625050312505,Low
6,113,cattle,1,8049645.166072679,High
6,115,cattle,1,2927255.0373490998,Medium
8,1,cattle,1,1698617.8850217212,Low
8,3,cattle,1,793115.0040183257,Low
8,5,cattle,1,228020.80603530272,Low
8,7,cattle,1,68448.04614093303,Low
8,9,cattle,1,465130.0905255844,Low
8,11,cattle,1,6064479.18761353,High
8,13,cattle,1,557277.7608146803,Low
8,14,cattle,1,6010.866196158991,Low
8,15,cattle,1,54776.1231173971,Low
8,17,cattle,1,67720.65785179882,Low
8,19,cattle,1,232.88904864128486,Low
8,21,cattle,1,800533.3432164633,Low
8,23,cattle,1,117013.16917092507,Low
8,25,cattle,1,23628302.158651397,Very high
8,27,cattle,1,17299.65514627465,Low
8,29,cattle,1,676379.3116062703,Low
8,31,cattle,1,1972.381307697401,Low
8,33,cattle,1,30685.715156942075,Low
8,35,cattle,1,211133.92107486058,Low
8,37,cattle,1,56240.889065781645,Low
8,39,cattle,1,127366.8821011026,Low
8,41,cattle,1,285963.5790373545,Low
8,43,cattle,1,76048.41463566742,Low
8,45,cattle,1,303629.19691618,Low
8,47,cattle,1,256.60493605379344,Low
8,49,cattle,1,93848.5790759811,Low
8,51,cattle,1,79890.41054275064,Low
8,53,cattle,1,901.8892621185058,Low
8,55,cattle,1,97429.61229778355,Low
8,57,cattle,1,248939.66842095,Low
8,59,cattle,1,110007.83929818014,Low
8,61,cattle,1,2111940.09147181,Medium
8,63,cattle,1,12894156.05272196,Very high
8,65,cattle,1,5839.376253877005,Low
8,67,cattle,1,143020.9366690121,Low
8,69,cattle,1,16296410.611773333,Very high
8,71,cattle,1,243141.0363358142,Low
8,73,cattle,1,93277.21009937528,Low
8,75,cattle,1,48595759.986618735,Very high
8,77,cattle,1,849614.6290831624,Low
8,79,cattle,1,998.8684590611031,Low
8,81,cattle,1,329463.4356743026,Low
8,83,cattle,1,246348.62590271037,Low
8,85,cattle,1,689180.4514693203,Low
8,87,cattle,1,63505249.966716446,Very high
8,89,cattle,1,9861686.634958971,High
8,91,cattle,1,19649.521344331064,Low
8,93,cattle,1,43572.66168477409,Low
8,95,cattle,1,1623669.3815487544,Low
8,97,cattle,1,18456.738691677056,Low
8,99,cattle,1,34144256.83790483,Very high
8,101,cattle,1,1742241.7155197775,Medium
8,103,cattle,1,131215.9273203955,Low
8,105,cattle,1,540726.4814717235,Low
8,107,cattle,1,220082.15136614128,Low
8,109,cattle,1,950132.2417237799,Low
8,113,cattle,1,76730.86974140558,Low
8,115,cattle,1,2402848.1082168776,Medium
8,117,cattle,1,5231.358005976324,Low
8,119,cattle,1,10963.233137748557,Low
8,121,cattle,1,2599310.1462785937,Medium
8,123,cattle,1,163897048.6378607,Very high
8,125,cattle,1,17414613.936639033,Very high
9,1,cattle,1,9313.90152871675,Low
9,3,cattle,1,78921.71157087067,Low
9,5,cattle,1,275834.4639883746,Low
9,7,cattle,1,10635.757083250437,Low
9,9,cattle,1,30625.838102949416,Low
9,11,cattle,1,209115.23301432212,Low
9,13,cattle,1,413341.7131818006,Low
9,15,cattle,1,82284.31452598982,Low
10,1,cattle,1,2474150.3242188334,Medium
10,3,cattle,1,257763.24583011516,Low
10,5,cattle,1,1723783.5928933164,Medium
12,1,cattle,1,726024.5177074835,Low
12,3,cattle,1,22405.12011284907,Low
12,5,cattle,1,4121.030493388382,Low
12,7,cattle,1,61848.995045988544,Low
12,9,cattle,1,1502577.3973760828,Low
12,11,cattle,1,69752.35187980795,Low
12,13,cattle,1,11490.697318522234,Low
12,15,cattle,1,169551.8868469081,Low
12,17,cattle,1,160984.95645957236,Low
12,19,cattle,1,64677.38592784728,Low
12,21,cattle,1,124765.62542128915,Low
12,23,cattle,1,313634.9322404116,Low
12,27,cattle,1,750893.7321616831,Low
12,29,cattle,1,50710.43603085256,Low
12,31,cattle,1,39736.85808870498,Low
12,33,cattle,1,74180.67968663914,Low
12,35,cattle,1,41778.68274389336,Low
12,37,cattle,1,1833.2215192866063,Low
12,39,cattle,1,40860.55236099221,Low
12,41,cattle,1,420094.99702782993,Low
12,43,cattle,1,994709.8105868651,Low
12,45,cattle,1,19828.284224636634,Low
12,47,cattle,1,73467.89678866541,Low
12,49,cattle,1,926260.5062327045,Low
12,51,cattle,1,747198.69191604,Low
12,53,cattle,1,121417.0595325238,Low
12,55,cattle,1,1029401.0859127147,Low
12,57,cattle,1,614148.740500893,Low
12,59,cattle,1,88046.5730600764,Low
12,61,cattle,1,1276167.0310745032,Low
12,63,cattle,1,339395.49030559504,Low
12,65,cattle,1,249599.84131200146,Low
12,67,cattle,1,150577.05269353098,Low
12,69,cattle,1,588217.9143348567,Low
12,71,cattle,1,121795.47134672201,Low
12,73,cattle,1,36396.4684114204,Low
12,75,cattle,1,719671.3748609768,Low
12,77,cattle,1,9905.476209569933,Low
12,79,cattle,1,217186.32143103465,Low
12,81,cattle,1,655269.6947566398,Low
12,83,cattle,1,573458.8092190434,Low
12,85,cattle,1,319310.5961527819,Low
12,86,cattle,1,132415.65433651605,Low
12,87,cattle,1,386.16163136248895,Low
12,89,cattle,1,31029.94444706777,Low
12,91,cattle,1,14935.636227062161,Low
12,93,cattle,1,2231449.044465494,Medium
12,95,cattle,1,285401.3018046469,Low
12,97,cattle,1,1656267.6102487787,Low
12,99,cattle,1,248570.74904481374,Low
12,101,cattle,1,435022.98940635286,Low
12,103,cattle,1,3681.505961051897,Low
12,105,cattle,1,2037395.638476327,Medium
12,107,cattle,1,188129.89170757128,Low
12,109,cattle,1,8223.5423891307,Low
12,111,cattle,1,385449.5419568989,Low
12,113,cattle,1,47059.85552620524,Low
12,115,cattle,1,271480.51567986613,Low
12,117,cattle,1,88539.98414401105,Low
12,119,cattle,1,440422.34852229105,Low
12,121,cattle,1,338588.72134159977,Low
12,123,cattle,1,32431.28720965394,Low
12,125,cattle,1,57020.352787760705,Low
12,127,cattle,1,183908.1869744692,Low
12,129,cattle,1,12609.198026087905,Low
12,131,cattle,1,54978.33628328263,Low
12,133,cattle,1,58330.5399986243,Low
13,1,cattle,1,60375.6208639351,Low
13,3,cattle,1,61800.73356489678,Low
13,5,cattle,1,56154.9831596491,Low
13,7,cattle,1,60209.87657780981,Low
13,9,cattle,1,15857.788291571624,Low
13,11,cattle,1,91981.38635936535,Low
13,13,cattle,1,53041.0158707521,Low
13,15,cattle,1,166634.99370385963,Low
13,17,cattle,1,17054.4341385186,Low
13,19,cattle,1,94063.52118560931,Low
13,21,cattle,1,10579.46337138921,Low
13,23,cattle,1,12510.088449762281,Low
13,25,cattle,1,9179.232737387587,Low
13,27,cattle,1,152471.49679589117,Low
13,29,cattle,1,13915.86482224978,Low
13,31,cattle,1,37499.84219439228,Low
13,33,cattle,1,158243.23260629133,Low
13,35,cattle,1,41042.02934704598,Low
13,37,cattle,1,50180.927412631994,Low
13,39,cattle,1,1917.848245690478,Low
13,43,cattle,1,25313.487660144543,Low
13,45,cattle,1,147388.09260249868,Low
13,47,cattle,1,32464.949381237686,Low
13,49,cattle,1,7965.858404909156,Low
13,51,cattle,1,3568.355366699617,Low
13,55,cattle,1,63586.89662011033,Low
13,57,cattle,1,20516.078480463602,Low
13,59,cattle,1,6803.363654387975,Low
13,61,cattle,1,54013.99600128171,Low
13,63,cattle,1,4254.853920975765,Low
13,65,cattle,1,26390.52662172394,Low
13,67,cattle,1,990.0971505446911,Low
13,69,cattle,1,104587.21669913741,Low
13,71,cattle,1,116403.49934695214,Low
13,73,cattle,1,7209.254590537985,Low
13,75,cattle,1,62281.58442335096,Low
13,77,cattle,1,54869.659882414126,Low
13,79,cattle,1,20073.233527356817,Low
13,81,cattle,1,113793.65824374213,Low
13,83,cattle,1,15858.570833124097,Low
13,85,cattle,1,22385.440913818355,Low
13,87,cattle,1,162011.4629184454,Low
13,91,cattle,1,55735.2081815543,Low
13,93,cattle,1,28573.920970746785,Low
13,95,cattle,1,20416.21570870113,Low
13,97,cattle,1,18660.74747472095,Low
13,99,cattle,1,114817.71295720772,Low
13,101,cattle,1,55380.055564299226,Low
13,103,cattle,1,8211.460445523177,Low
13,105,cattle,1,65038.407149333645,Low
13,107,cattle,1,21801.40195724419,Low
13,109,cattle,1,26530.488672728905,Low
13,111,cattle,1,7486.0275955239085,Low
13,113,cattle,1,11044.974925515326,Low
13,115,cattle,1,92724.31986783273,Low
13,117,cattle,1,24921.34625473977,Low
13,119,cattle,1,116618.57507587565,Low
13,121,cattle,1,8369.573381692464,Low
13,123,cattle,1,24644.353862545195,Low
13,125,cattle,1,9983.264874420094,Low
13,127,cattle,1,2362.685994818314,Low
13,129,cattle,1,221021.95666548118,Low
13,131,cattle,1,235550.32922955483,Low
13,133,cattle,1,63175.765996905204,Low
13,135,cattle,1,8158.433398591092,Low
13,137,cattle,1,45304.20624971181,Low
13,139,cattle,1,87877.7544807721,Low
13,141,cattle,1,25797.570443330682,Low
13,143,cattle,1,23971.37142764856,Low
13,145,cattle,1,24718.107105133662,Low
13,147,cattle,1,104295.23943657386,Low
13,149,cattle,1,44327.85992703726,Low
13,151,cattle,1,31027.258540311363,Low
13,153,cattle,1,68690.59224292677,Low
13,155,cattle,1,73680.80608088069,Low
13,157,cattle,1,127882.08546235865,Low
13,159,cattle,1,67883.23298041806,Low
13,161,cattle,1,34040.49633314074,Low
13,163,cattle,1,102954.47874718177,Low
13,165,cattle,1,33619.706407157246,Low
13,167,cattle,1,27030.76893003223,Low
13,169,cattle,1,23704.72950816345,Low
13,171,cattle,1,39909.59878253655,Low
13,173,cattle,1,3761.9055844196605,Low
13,175,cattle,1,64089.640735491426,Low
13,177,cattle,1,67695.03970883055,Low
13,179,cattle,1,3864.812056238236,Low
13,181,cattle,1,40050.14806308657,Low
13,183,cattle,1,8692.399577463464,Low
13,185,cattle,1,22464.34289784521,Low
13,187,cattle,1,27644.524169696233,Low
13,189,cattle,1,59506.553495183456,Low
13,191,cattle,1,2757.3252212122543,Low
13,193,cattle,1,153607.32753468707,Low
13,195,cattle,1,144204.02397086614,Low
13,197,cattle,1,22493.600997531037,Low
13,199,cattle,1,56099.291545180524,Low
13,201,cattle,1,92749.79519580565,Low
13,205,cattle,1,221395.74441674317,Low
13,207,cattle,1,62922.03858759919,Low
13,209,cattle,1,17133.66950268693,Low
13,211,cattle,1,191151.76950396283,Low
13,213,cattle,1,73651.52699805291,Low
13,215,cattle,1,232.28768330016868,Low
13,217,cattle,1,58209.10153700816,Low
13,219,cattle,1,71308.90426597261,Low
13,221,cattle,1,116885.7278465639,Low
13,223,cattle,1,10564.528862228432,Low
13,225,cattle,1,8752.213776450631,Low
13,227,cattle,1,20209.71104764319,Low
13,229,cattle,1,13179.849257069993,Low
13,231,cattle,1,34363.87221852247,Low
13,233,cattle,1,44014.53036965183,Low
13,235,cattle,1,6600.823838331803,Low
13,237,cattle,1,173986.142852596,Low
13,239,cattle,1,45112.91588442186,Low
13,241,cattle,1,7153.638988408452,Low
13,243,cattle,1,47783.91445928631,Low
13,245,cattle,1,4398.71438525451,Low
13,247,cattle,1,15733.768865375627,Low
13,249,cattle,1,12833.105685931816,Low
13,251,cattle,1,56969.58927159825,Low
13,253,cattle,1,35313.66577901932,Low
13,255,cattle,1,23494.714802406288,Low
13,257,cattle,1,15396.080115223933,Low
13,259,cattle,1,19751.028906112006,Low
13,261,cattle,1,109918.75329230416,Low
13,263,cattle,1,8681.612517327401,Low
13,265,cattle,1,11596.131132285993,Low
13,267,cattle,1,73390.31172484659,Low
13,269,cattle,1,39323.6082545697,Low
13,271,cattle,1,26519.305907112026,Low
13,273,cattle,1,14927.194845860553,Low
13,275,cattle,1,138719.05152998626,Low
13,277,cattle,1,78060.77364378086,Low
13,279,cattle,1,55641.189203553666,Low
13,281,cattle,1,6496.656381434827,Low
13,283,cattle,1,8897.541923748671,Low
13,285,cattle,1,66113.45992111573,Low
13,287,cattle,1,54112.001769834395,Low
13,289,cattle,1,19610.191185617583,Low
13,291,cattle,1,30421.256724055856,Low
13,293,cattle,1,41193.490739554916,Low
13,295,cattle,1,103533.76231194015,Low
13,297,cattle,1,131496.05123458058,Low
13,299,cattle,1,10291.63295638908,Low
13,301,cattle,1,18738.224585905336,Low
13,303,cattle,1,46816.527153539515,Low
13,305,cattle,1,24308.955023425056,Low
13,307,cattle,1,75078.39077307683,Low
13,309,cattle,1,10249.92565431264,Low
13,311,cattle,1,32198.207967030357,Low
13,313,cattle,1,53125.05053042299,Low
13,315,cattle,1,78933.2032878681,Low
13,317,cattle,1,61963.71614268494,Low
13,319,cattle,1,10706.385077136816,Low
13,321,cattle,1,65225.900737710785,Low
16,1,cattle,1,3969718.037633613,Medium
16,3,cattle,1,139905.50697092136,Low
16,5,cattle,1,474566.0262065108,Low
16,7,cattle,1,369371.37177619676,Low
16,9,cattle,1,39449.999754618206,Low
16,11,cattle,1,7759855.0346129825,High
16,13,cattle,1,333401.8280051007,Low
16,15,cattle,1,40011.818271572345,Low
16,17,cattle,1,124933.9995258065,Low
16,19,cattle,1,12299482.046122063,Very high
16,21,cattle,1,286677.4065748638,Low
16,23,cattle,1,484158.4915985172,Low
16,25,cattle,1,54634.14104640827,Low
16,27,cattle,1,27019245.96355529,Very high
16,29,cattle,1,426274.21672662196,Low
16,31,cattle,1,8215827.882497343,High
16,33,cattle,1,269645.55368753045,Low
16,35,cattle,1,28814.106594759898,Low
16,37,cattle,1,356051.5385420097,Low
16,39,cattle,1,13858183.183763318,Very high
16,41,cattle,1,762618.8143901837,Low
16,43,cattle,1,785972.7573463445,Low
16,45,cattle,1,896145.3753371731,Low
16,47,cattle,1,26181522.94346889,Very high
16,49,cattle,1,158310.91881765006,Low
16,51,cattle,1,15397474.933097964,Very high
16,53,cattle,1,15415251.44224752,Very high
16,55,cattle,1,162971.71135961675,Low
16,57,cattle,1,46216.67453311033,Low
16,59,cattle,1,352555.6793102089,Low
16,61,cattle,1,64494.75065349641,Low
16,63,cattle,1,1570516.836476139,Low
16,65,cattle,1,675033.0813511537,Low
16,67,cattle,1,4336010.135584273,Medium
16,69,cattle,1,202415.146888422,Low
16,71,cattle,1,335082.44764408766,Low
16,73,cattle,1,17959552.125550956,Very high
16,75,cattle,1,8355303.141005162,High
16,77,cattle,1,1294065.5598585783,Low
16,79,cattle,1,406.23066057315805,Low
16,81,cattle,1,114945.5186995325,Low
16,83,cattle,1,10476746.300790792,High
16,85,cattle,1,86247.23060673004,Low
16,87,cattle,1,1269485.6374230338,Low
17,1,cattle,1,6698411.182050643,High
17,3,cattle,1,622170.4371916539,Low
17,5,cattle,1,3110159.3095810213,Medium
17,7,cattle,1,227219.29375014198,Low
17,9,cattle,1,1519002.913977606,Low
17,11,cattle,1,312254.5751674939,Low
17,13,cattle,1,1968794.1883359477,Medium
17,15,cattle,1,478062.8871284144,Low
17,17,cattle,1,1035506.3483647424,Low
17,19,cattle,1,418793.21126781724,Low
17,21,cattle,1,1477725.9637651686,Low
17,23,cattle,1,1177369.3356756691,Low
17,25,cattle,1,2119655.5665778276,Medium
17,27,cattle,1,23043559.992374618,Very high
17,29,cattle,1,733013.8064522853,Low
17,31,cattle,1,12329.559538104868,Low
17,33,cattle,1,997582.2079443308,Low
17,35,cattle,1,2770030.978327356,Medium
17,37,cattle,1,675884.1384025716,Low
17,39,cattle,1,505389.65930287464,Low
17,41,cattle,1,423291.9431642391,Low
17,43,cattle,1,2473.527178138389,Low
17,45,cattle,1,1652124.1721242866,Low
17,47,cattle,1,1129236.1773249484,Low
17,49,cattle,1,10737112.39337179,High
17,51,cattle,1,5669713.367556661,Medium
17,53,cattle,1,239280.99875111683,Low
17,55,cattle,1,1886181.8738919604,Medium
17,57,cattle,1,7721092.914620341,High
17,59,cattle,1,1102670.9549593292,Low
17,61,cattle,1,2169374.419955005,Medium
17,63,cattle,1,108138.4061051092,Low
17,65,cattle,1,925363.182602205,Low
17,67,cattle,1,4544488.2041260125,Medium
17,69,cattle,1,248883.13890964104,Low
17,71,cattle,1,2666561.264768656,Medium
17,73,cattle,1,713119.60793606,Low
17,75,cattle,1,685929.3350613428,Low
17,77,cattle,1,2795070.3349442626,Medium
17,79,cattle,1,5619700.39847487,Medium
17,81,cattle,1,3623284.7032964644,Medium
17,83,cattle,1,1173491.4890779634,Low
17,85,cattle,1,1005475.3535629832,Low
17,87,cattle,1,2077440.8163486545,Medium
17,89,cattle,1,825577.6153553048,Low
17,91,cattle,1,84293.58222717553,Low
17,93,cattle,1,135149.1010781599,Low
17,95,cattle,1,2639727.6900824397,Medium
17,97,cattle,1,100904.40524817929,Low
17,99,cattle,1,697358.1437492596,Low
17,101,cattle,1,362885.5302468117,Low
17,103,cattle,1,228960.66969297474,Low
17,105,cattle,1,524891.4413099868,Low
17,107,cattle,1,468572.30617300945,Low
17,109,cattle,1,1603575.2516759892,Low
17,111,cattle,1,545010.4772083255,Low
17,113,cattle,1,963560.8551021892,Low
17,115,cattle,1,1101320.1462560454,Low
17,117,cattle,1,6695234.862038325,High
17,119,cattle,1,2023429.9674381935,Medium
17,121,cattle,1,3311200.7498305915,Medium
17,123,cattle,1,213696.79137711923,Low
17,125,cattle,1,2912981.910991021,Medium
17,127,cattle,1,2317606.396560952,Medium
17,129,cattle,1,754453.0360226138,Low
17,131,cattle,1,738888.6004274146,Low
17,133,cattle,1,1656637.9963890107,Low
17,135,cattle,1,2523124.5401114402,Medium
17,137,cattle,1,2073531.9104708065,Medium
17,139,cattle,1,1570900.6174014388,Low
17,141,cattle,1,1036736.483330736,Low
17,143,cattle,1,1149065.8442702394,Low
17,145,cattle,1,2152825.6912584654,Medium
17,147,cattle,1,131520.26565395202,Low
17,149,cattle,1,3953660.9325556676,Medium
17,151,cattle,1,1555902.0078413757,Low
17,153,cattle,1,1939111.977815744,Medium
17,155,cattle,1,25000.355158856437,Low
17,157,cattle,1,4533991.696988024,Medium
17,159,cattle,1,2524693.7200746313,Medium
17,161,cattle,1,605703.8185267586,Low
17,163,cattle,1,2763666.647960994,Medium
17,165,cattle,1,1534385.6867798618,Low
17,167,cattle,1,2344367.906594091,Medium
17,169,cattle,1,3023078.0335061504,Medium
17,171,cattle,1,1019148.9527308948,Low
17,173,cattle,1,5924343.931644904,High
17,175,cattle,1,166309.625342404,Low
17,177,cattle,1,908961.0769904673,Low
17,179,cattle,1,1713764.2173234238,Medium
17,181,cattle,1,1894511.5153798843,Medium
17,183,cattle,1,410085.33535006957,Low
17,185,cattle,1,4213208.234972543,Medium
17,187,cattle,1,2123194.1862607296,Medium
17,189,cattle,1,5659320.515493773,Medium
17,191,cattle,1,3868573.779668424,Medium
17,193,cattle,1,761964.0757961172,Low
17,195,cattle,1,1081446.9151854843,Low
17,197,cattle,1,122978.73966525773,Low
17,199,cattle,1,1923375.9605520912,Medium
