id,name,country,lt,ln,pop
4270,Ashburton,NZL,-43.89790322,171.7300756,8895
4271,Kaiapoi,NZL,-43.3776249,172.6400459,7169
4272,New Plymouth,NZL,-39.0641931,174.0805265,46289.5
4273,Westport,NZL,-41.77443223,171.5666665,1899
4274,Hokitika,NZL,-42.72568188,170.9681006,2139
4275,Oamaru,NZL,-45.09731321,170.9710005,6628
4276,Palmerston North,NZL,-40.35269326,175.6072033,66551.5
4277,Wanganui,NZL,-39.9311686,175.0288407,35866.5
4278,Hastings,NZL,-39.63821491,176.8367924,39107
4279,Gisborne,NZL,-38.64478717,178.0152217,30857.5
4280,Rotorua,NZL,-38.13458576,176.2454073,51497.5
4281,Taupo,NZL,-38.69300128,176.0770455,17480.5
4282,Tauranga,NZL,-37.69642129,176.1536299,84730
4283,Timaru,NZL,-44.38159463,171.2185823,23306
4284,Nelson,NZL,-41.29258421,173.2474507,37133
4285,Whangarei,NZL,-35.71995278,174.3100215,53299.5
4286,Queenstown,NZL,-45.02997882,168.6625109,5332
4287,Invercargill,NZL,-46.40942951,168.3650097,37135.5
4288,Napier,NZL,-39.4900069,176.9150305,56787
4289,Manukau,NZL,-36.99997801,174.8849735,336141.5
4290,Hamilton,NZL,-37.77000853,175.3000386,112145
4291,Blenheim,NZL,-41.52099404,173.9592419,23056.5
4292,Dunedin,NZL,-45.87995278,170.4799711,92438.5
4293,Wellington,NZL,-41.29997394,174.7832743,296300
4294,Christchurch,NZL,-43.53503131,172.6300207,295351.5
4295,Auckland,NZL,-36.850013,174.7649808,759510
4296,Somoto,NIC,13.47599712,-86.58299659,20316
4297,Ocotal,NIC,13.62999605,-86.47299861,33928
4298,San Carlos,NIC,11.1999961,-84.83329749,13451
4299,Jinotepe,NIC,11.84599813,-86.19499748,29507
4300,Jinotega,NIC,13.09100402,-86.00000362,51073
4301,Masaya,NIC,11.96900098,-86.09499852,130113
4302,San Juan del Sur,NIC,11.24999676,-85.86004114,5032
4303,Esteli,NIC,13.08998781,-86.35998478,102130.5
4304,Boaco,NIC,12.46997398,-85.66000167,21572
4305,Juigalpa,NIC,12.10999595,-85.37996708,35451
4306,Rivas,NIC,11.44037274,-85.8199919,31117
4307,San Juan de Nicaragua,NIC,10.92040448,-83.69999211,863
4308,Granada,NIC,11.93372764,-85.94998397,97314
4309,Chinandega,NIC,12.63037762,-87.13004114,132705
4310,Matagalpa,NIC,12.91707847,-85.91665267,106514.5
4311,Puerto Cabezas,NIC,14.03334108,-83.38337061,38318
4312,Leon,NIC,12.43555747,-86.87943628,154489.5
4313,Bluefields,NIC,11.99997683,-83.76494938,40033
4314,Managua,NIC,12.15301658,-86.26849166,920000
4315,Goure,NER,13.98740074,10.2700085,13291.5
4316,Gaya,NER,11.88817486,3.446652383,29394.5
4317,Tillaberi,NER,14.21203819,1.453078978,13812
4318,Ayorou,NER,14.73179974,0.919468138,14001
4319,Birni Nkonni,NER,13.79043601,5.259926716,56677.5
4320,Madaoua,NER,14.07618085,5.95859208,19954
4321,Diffa,NER,13.31705406,12.60888383,29468
4322,Nguigmi,NER,14.25317263,13.11081702,15318
4323,Dosso,NER,13.05001609,3.200000772,46481.5
4324,Arlit,NER,18.81997398,7.32998124,90000
4325,Djado,NER,21.01498212,12.30750688,10
4326,Maradi,NER,13.49164288,7.096403767,198021
4327,Tahoua,NER,14.89998069,5.259926716,98190.5
4328,Zinder,NER,13.79999615,8.983317015,210891
4329,Niamey,NER,13.51670595,2.116656045,828895.5
4330,Agadez,NER,16.99587343,7.98280961,103165.5
4331,Umuahia,NGA,5.532003041,7.486002487,264662
4332,Uyo,NGA,5.007996056,7.849998524,495756
4333,Owerri,NGA,5.492997053,7.026003588,215038
4334,Dutse,NGA,11.7991891,9.350334607,17129
4335,Damaturu,NGA,11.74899608,11.96600457,255895
4336,Iwo,NGA,7.629959329,4.179992634,208688.5
4337,Iseyin,NGA,7.970016092,3.590002806,98071
4338,Biu,NGA,10.62042279,12.18999467,64619.5
4339,Bama,NGA,11.5203937,13.69000647,86410
4340,Aba,NGA,5.100397968,7.34998002,874385
4341,Opobo,NGA,4.570404479,7.559993041,34911
4342,Orlu,NGA,5.783715433,7.033306843,9351
4343,Oturkpo,NGA,7.190399596,8.129984089,68220
4344,Calabar,NGA,4.960406513,8.330023558,354656.5
4345,Wukari,NGA,7.870409769,9.780012572,74380.5
4346,Jalingo,NGA,8.900372741,11.36001949,103773
4347,Kontagora,NGA,10.4003587,5.469939737,62144
4348,Bida,NGA,9.080413431,6.01001013,172752.5
4349,Abeokuta,NGA,7.160427265,3.350017455,441231
4350,Ijebu Ode,NGA,6.820448017,3.920008503,204501
4351,Akure,NGA,7.250395934,5.199982054,420594
4352,Ikare,NGA,7.530430521,5.759999551,899965.5
4353,Owo,NGA,7.200398986,5.589984089,200912
4354,Ondo,NGA,7.0904057,4.840004027,256444
4355,Ado Ekiti,NGA,7.630372741,5.219980834,446749
4356,Ife,NGA,7.480433572,4.560021117,482365
4357,Oshogbo,NGA,7.770364196,4.560021117,408245
4358,Oyo,NGA,7.850436828,3.929982054,475016.5
4359,Awka,NGA,6.210433572,7.06999711,400828.5
4360,Onitsha,NGA,6.140412007,6.779988972,73374
4361,Azare,NGA,11.68040977,10.19001339,87912.5
4362,Bauchi,NGA,10.3103642,9.84000891,244350.5
4363,Gombe,NGA,10.29044293,11.16995357,260312
4364,Kumo,NGA,10.04570335,11.21305172,19249
4365,Sapele,NGA,5.890427265,5.680004434,235424
4366,Nsukka,NGA,6.867034321,7.383362995,111017
4367,Lokoja,NGA,7.800388203,6.739939737,52650.5
4368,Idah,NGA,7.110404479,6.739939737,71895
4369,Lafia,NGA,8.490423603,8.5200378,79470.5
4370,Keffi,NGA,8.849032205,7.873617308,77056.5
4371,Funtua,NGA,11.5203937,7.320007689,158643
4372,Katsina,NGA,12.99040733,7.599990599,432149
4373,Gusau,NGA,12.1704057,6.659996296,185925
4374,Nguru,NGA,12.8803882,10.44999752,82481
4375,Gashua,NGA,12.87049217,11.03998734,74825.5
4376,Potiskum,NGA,11.7103821,11.0799849,82733.5
4377,Birnin Kebbi,NGA,12.45041445,4.199939737,102340.5
4378,Koko,NGA,11.42319033,4.516974649,25792
4379,Mubi,NGA,10.2703408,13.2700321,214710
4380,Numan,NGA,9.460441914,12.04002966,45173
4381,Ilorin,NGA,8.490010192,4.549995889,701742
4382,Minna,NGA,9.619992898,6.550028848,249038
4383,Zaria,NGA,11.0799813,7.710009724,754836.5
4384,Jos,NGA,9.929973978,8.890041055,737068.5
4385,Yola,NGA,9.209992085,12.48000281,92253
4386,Benin City,NGA,6.340477314,5.620008096,929013
4387,Maiduguri,NGA,11.84996014,13.16001298,704230
4388,Port Harcourt,NGA,4.810002257,7.010000772,1020000
4389,Makurdi,NGA,7.729979064,8.530011351,245367.5
4390,Ibadan,NGA,7.380026264,3.929982054,2221285
4391,Ogbomosho,NGA,8.130006326,4.239988972,595063.5
4392,Warri,NGA,5.519958922,5.759999551,683064.5
4393,Kaduna,NGA,10.52001548,7.440000365,1191296.5
4394,Enugu,NGA,6.450031351,7.499996703,688862
4395,Sokoto,NGA,13.06001548,5.240031289,648019.5
4396,Abuja,NGA,9.083333149,7.533328002,869067.5
4397,Kano,NGA,11.99997683,8.5200378,3140000
4398,Lagos,NGA,6.443261653,3.391531071,4733768
4399,Sariwon,PRK,38.50700411,125.7620047,154942
4400,Sin-Ni,PRK,39.48800415,125.4639966,19463
4401,Changyon,PRK,38.25173362,125.1020691,44176
4402,Anbyon,PRK,39.02817202,127.5185624,34993.5
4403,Munchon,PRK,39.38130292,127.2517053,73619
4404,Kaesong,PRK,37.96399925,126.5644087,305333.5
4405,Chosan,PRK,40.82547833,125.8008378,7786
4406,Manpo,PRK,41.14543296,126.2958463,186827
4407,Sunchon,PRK,39.42360008,125.9389689,400629
4408,Kimhyonggwon,PRK,40.81752016,128.1553194,3839
4409,Pyongsan,PRK,38.33668968,126.3866418,66260
4410,Ongjin,PRK,37.93710166,125.3570922,66721
4411,Haeju,PRK,38.039421,125.7143831,223313.5
4412,Kilchu,PRK,40.96043133,129.3204162,82408.5
4413,Musan,PRK,42.23043133,129.2303959,50942.5
4414,Sonbong,PRK,42.33768577,130.4027274,44097.5
4415,Kanggye,PRK,40.97322125,126.6032177,254522
4416,Hungnam,PRK,39.82313641,127.6231555,548702
4417,Taedong,PRK,40.61709312,125.4501098,1884
4418,Chongju,PRK,39.68128461,125.2163256,85417
4419,Hyeson,PRK,41.39273053,128.1927331,227461
4420,Nampo,PRK,38.76692078,125.4524338,791000
4421,Chongjin,PRK,41.78461875,129.79,499807
4422,Kimchaek,PRK,40.67230939,129.202749,187270
4423,Hamhung,PRK,39.91005617,127.5454341,595670.5
4424,Wonsan,PRK,39.16048952,127.4308158,322425
4425,Sinuiju,PRK,40.08585939,124.4212837,167234
4426,Pyongyang,PRK,39.0194387,125.7546907,2899398.5
4427,Kyrenia,CYN,35.3259991,33.33300361,26701
4428,Ammochostos,CYN,35.12502525,33.95001013,33016.5
4429,Capitol Hill,MNP,15.21125368,145.7505761,1764
4430,Arendal,NOR,58.46475606,8.766000553,30916
4431,Vossavangen,NOR,60.63000316,6.441003463,5571
4432,Hermansverk,NOR,61.18329612,6.849999471,1965
4433,Baerum,NOR,59.91348606,11.34723651,113659
4434,Hamar,NOR,60.82000207,11.06900156,29479
4435,Tonsberg,NOR,59.26400109,10.42100147,38914
4436,Finnsnes,NOR,69.24061729,18.00860592,3611
4437,Gjovik,NOR,60.80002138,10.7000081,20157.5
4438,Rorvik,NOR,64.86801597,11.20530025,2615
4439,Harstad,NOR,68.7879059,16.51557043,19203
4440,Alesund,NOR,62.54541872,6.388023233,45377
4441,Sandnes,NOR,58.84541201,5.690029662,46911
4442,Drammen,NOR,59.75724265,10.19073686,85437.5
4443,Moss,NOR,59.43697797,10.66915727,35696.5
4444,Steinkjer,NOR,64.01706016,11.50001094,11193.5
4445,Svolvaer,NOR,68.23328859,14.56669714,4197
4446,Mo i Rana,NOR,66.31660972,14.16666988,19131
4447,Narvik,NOR,68.38315025,17.28999345,19236.5
4448,Bodo,NOR,67.24677227,14.39901132,31383.5
4449,Haugesund,NOR,59.4119149,5.277496703,36219.5
4450,Stavanger,NOR,58.97000389,5.680004434,136999
4451,Skien,NOR,59.19998985,9.600023558,73330
4452,Namsos,NOR,64.48331077,11.50001094,9035
4453,Alta,NOR,69.96664532,23.24167151,12077
4454,Vadso,NOR,70.09659678,29.76574927,5139
4455,Molde,NOR,62.74830039,7.183323526,16171.5
4456,Lillehammer,NOR,61.13328269,10.5000203,19319
4457,Kirkenes,NOR,69.72500633,30.05164343,2728
4458,Kristiansand,NOR,58.16664207,8.000017862,58292
4459,Hammerfest,NOR,70.66127993,23.68800085,9967
4460,Tromso,NOR,69.63507623,18.99202525,48900.5
4461,Trondheim,NOR,63.41665753,10.41666622,144336
4462,Bergen,NOR,60.39100242,5.324522256,200389.5
4463,Oslo,NOR,59.91669029,10.74997921,707500
4464,Alayat Samail,OMN,23.3031887,57.97820756,32862.5
4465,Dawwah,OMN,20.63301577,58.90802161,1485.5
4466,Mirbat,OMN,16.99243695,54.69179317,1120
4467,Ibri,OMN,23.22538983,56.51695308,101640
4468,Salalah,OMN,17.02545819,54.08521521,183508.5
4469,Suhar,OMN,24.36197335,56.73441896,129811.5
4470,As Sib,OMN,23.68024579,58.18253617,237816
4471,Nizwa,OMN,22.92638999,57.53141313,70429.5
4472,Sur,OMN,22.57581708,59.53480505,68738
4473,Muscat,OMN,23.61332481,58.59331213,660779
4474,Parachinar,PAK,33.89918276,70.10082678,55685
4475,Sialkote,PAK,32.5200163,74.5600378,477396
4476,Sheikhu Pura,PAK,31.71998761,73.98999508,361303
4477,Gujrat,PAK,32.5799868,74.08001542,301506
4478,Sahiwal,PAK,30.67173118,73.11180579,235695
4479,Chiniot,PAK,31.71998761,72.97997921,201781
4480,Rahimyar Khan,PAK,28.4202407,70.29518184,353203
4481,Mansehra,PAK,34.3417914,73.19681352,66486
4482,Kohat,PAK,33.60268923,71.43268347,247227
4483,Abbottabad,PAK,34.1495034,73.19950069,1032323.5
4484,Mardan,PAK,34.20004295,72.0399849,300424
4485,Gwadar,PAK,25.13896812,62.32858801,37632.5
4486,Zhob,PAK,31.34897666,69.4385933,69446.5
4487,Gilgit,PAK,35.91709576,74.30000199,124196.5
4488,Kasur,PAK,31.12537274,74.45503129,290643
4489,Kundian,PAK,32.45219098,71.47180253,35406
4490,Okara,PAK,30.81040489,73.45002803,223648
4491,Jhang,PAK,31.2803762,72.32498043,341210
4492,Sargodha,PAK,32.08536582,72.6749849,542603
4493,Dera Ghazi Khan,PAK,30.06039899,70.63505774,236093
4494,Sadiqabad,PAK,28.3006356,70.13023067,189876
4495,Nawabshah,PAK,26.24543805,68.40000037,229504
4496,Bannu,PAK,32.98897992,70.59857418,586209.5
4497,Dera Ismail Khan,PAK,31.82899904,70.89855587,66676.5
4498,Chaman,PAK,30.92504905,66.44632117,88568
4499,Turbat,PAK,25.99178428,63.07179846,111742.5
4500,Faisalabad,PAK,31.40998069,73.10999711,2561797.5
4501,Rawalpindi,PAK,33.59997622,73.04002722,1800550.5
4502,Bahawalpur,PAK,29.38997479,71.67499426,552607
4503,Mirput Khas,PAK,25.53178652,69.01179765,286046
4504,Sukkur,PAK,27.71356549,68.8485518,417767
4505,Saidu,PAK,34.75003522,72.34999182,1860310
4506,Gujranwala,PAK,32.16042584,74.18502193,1448735.5
4507,Quetta,PAK,30.22000165,67.02499385,750837.5
4508,Larkana,PAK,27.56176597,68.20678218,364033
4509,Islamabad,PAK,33.69999595,73.16663448,690800
4510,Multan,PAK,30.19997703,71.45500769,1479615
4511,Hyderabad,PAK,25.379987,68.37498897,1422665
4512,Peshawar,PAK,34.00501609,71.53500281,1260886.5
4513,Lahore,PAK,31.55997154,74.35002478,6443944
4514,Karachi,PAK,24.86999229,66.99000891,11877109.5
4515,Koror,PLW,7.345226355,134.4695009,11200
4516,Melekeok,PLW,7.487396173,134.6265485,7026
4517,Ramallah,PSE,31.90294475,35.20620938,24599
4518,Al Khalil,PSE,31.54059287,35.09557328,220395.5
4519,Nablus,PSE,32.22148155,35.25442663,173153.5
4520,Gaza,PSE,31.52999921,34.44501868,477460.5
4521,El Porvenir,PAN,9.541686355,-78.97196299,10
4522,Penonome,PAN,8.509983133,-80.35998926,20580
4523,Chitre,PAN,7.970016092,-80.42003727,44024
4524,Jaque,PAN,7.518958353,-78.16601465,955
4525,Bocas del Toro,PAN,9.335350084,-82.2474707,6484
4526,Almirante,PAN,9.30001243,-82.3999681,7442.5
4527,Las Tablas,PAN,7.760390644,-80.28001998,9964
4528,Santiago,PAN,8.100369892,-80.98333622,45655
4529,La Palma,PAN,8.398181172,-78.14022811,1845
4530,Colon,PAN,9.365021382,-79.8749801,170488
4531,Balboa,PAN,8.949982116,-79.56665267,62882
4532,Puerto Armuelles,PAN,8.280023009,-82.87001693,22971
4533,David,PAN,8.433321146,-82.43332524,96448
4534,Panama City,PAN,8.96801719,-79.53303715,844584
4535,Wabag,PNG,-5.490000005,143.7180037,3958
4536,Vanimo,PNG,-2.690000936,141.3039966,11204
4537,Kundiawa,PNG,-6.022997883,144.9600127,9383
4538,Kerema,PNG,-7.927001897,145.8379987,5646
4539,Arawa,PNG,-6.228000033,155.5659907,40266
4540,Lorengau,PNG,-2.032001997,147.2799966,5806
4541,Kimbe,PNG,-5.55000289,150.1430137,18847
4542,Daru,PNG,-9.109151958,143.2337226,15214
4543,Sohano,PNG,-5.429742201,154.6711375,2338
4544,Kieta,PNG,-6.216275616,155.6333321,5284.5
4545,Mendi,PNG,-6.144393698,143.6452266,21685.5
4546,Abau,PNG,-10.04260537,148.5650297,230
4547,Alotau,PNG,-10.30207273,150.4590743,11624
4548,Popondetta,PNG,-8.769194724,148.2484082,25192
4549,Hoskins,PNG,-5.474615459,150.4099816,871
4550,Wewak,PNG,-3.553492412,143.6367,21686.5
4551,Madang,PNG,-5.224811586,145.785251,44721
4552,Kavieng,PNG,-2.581284323,150.8129765,17109
4553,Goroka,PNG,-6.083312155,145.3854821,29101
4554,Mt. Hagen,PNG,-5.86322223,144.2168196,46343.5
4555,Rabaul,PNG,-4.205490385,152.1434307,5894
4556,Lae,PNG,-6.732988262,146.9900354,103653.5
4557,Port Moresby,PNG,-9.464707826,147.1925036,267434.5
4558,Mariscal Jose F. Estigarribia,PRY,-22.03000205,-60.60999555,2250
4559,Caacupe,PRY,-25.38700191,-57.14000047,21696
4560,General Eugenio Alejandrino Garay,PRY,-20.51995034,-62.209986,972
4561,Arroyos y Esteros,PRY,-25.04995807,-57.08998845,2755
4562,Villa Hayes,PRY,-25.09000731,-57.52998743,15643
4563,Fortin Falcon,PRY,-23.05028685,-59.84994918,-99
4564,Puerto Pinasco,PRY,-22.64002765,-57.7899974,473.5
4565,Pozo Colorado,PRY,-23.43000527,-58.85998377,2135
4566,San Pedro,PRY,-24.08996499,-57.07998906,7351
4567,San Lorenzo,PRY,-25.34001788,-57.52003972,385532
4568,Ypacarai,PRY,-25.40998777,-57.27997685,23805.5
4569,San Juan Bautista,PRY,-26.67998777,-57.15001062,7882
4570,Paraguari,PRY,-25.62000079,-57.16001001,14480
4571,Nacunday,PRY,-26.02002806,-54.76994918,1185
4572,Coronel Oviedo,PRY,-25.44998533,-56.4399506,69693.5
4573,Caazapa,PRY,-26.20001707,-56.38000594,5504
4574,Ype Jhu,PRY,-23.91002765,-55.45998458,598
4575,Encarnacion,PRY,-27.34718482,-55.87391878,251813.5
4576,Coronel Bogado,PRY,-27.17003538,-56.25003972,14297
4577,Fuerte Olimpo,PRY,-21.06958087,-57.89999068,2475
4578,Capitan Pablo Lagerenza,PRY,-19.91611123,-60.78327722,1200
4579,La Victoria,PRY,-22.28960976,-57.93998824,5000
4580,Horqueta,PRY,-23.33962319,-57.05001673,13351
4581,Belen,PRY,-23.46948606,-57.23997929,6490
4582,Rosario,PRY,-24.41960895,-57.10001367,3639
4583,Ita,PRY,-25.50961994,-57.36002364,29774.5
4584,Pilar,PRY,-26.86948525,-58.29999211,28435
4585,Pedro Juan Caballero,PRY,-22.54458128,-55.75999211,66029
4586,Bella Vista,PRY,-22.12961953,-56.5199974,11252.5
4587,Abai,PRY,-26.0295882,-55.94000696,2788.5
4588,Ygatimi,PRY,-24.0796297,-55.49998214,2809
4589,Hohenau,PRY,-27.07954995,-55.74996688,5306
4590,Concepcion,PRY,-23.40638914,-57.43441187,53620.5
4591,Villarrica,PRY,-25.7500187,-56.43331018,41157
4592,Filadelfia,PRY,-22.33999428,-60.02998987,9259
4593,Ciudad del Este,PRY,-25.51669961,-54.61605676,320872
4594,Asuncion,PRY,-25.29640298,-57.64150517,940846.5
4595,Ferrenafe,PER,-6.629997133,-79.80002344,42270.5
4596,Motupe,PER,-6.150026429,-79.71000309,9048
4597,Mollendo,PER,-17.02000893,-72.01998153,38993
4598,Urubamba,PER,-13.30421507,-72.11661646,5985
4599,Santo Tomas,PER,-14.46001015,-72.0800037,3695.5
4600,Putina,PER,-15.47002602,-69.42998458,8118
4601,Casma,PER,-9.440006491,-78.20999129,27421
4602,Tournavista,PER,-8.932182191,-74.70521814,511
4603,Huamachuco,PER,-7.810028464,-78.04994938,26301.5
4604,Otuzco,PER,-7.899997133,-78.56999516,8754.5
4605,Lamas,PER,-6.43000934,-76.52001693,13098
4606,Nauta,PER,-4.570019512,-73.78002914,2308.5
4607,Puquio,PER,-14.6999955,-74.12998194,9027.5
4608,Chosica,PER,-11.93003538,-76.71000533,44572.5
4609,Satipo,PER,-11.25999876,-74.69002527,15532
4610,Tarma,PER,-11.41001544,-75.72998763,25906
4611,La Oroya,PER,-11.52003457,-75.94000065,33345
4612,Huaura,PER,-11.06001097,-77.59997685,30561.5
4613,Huacho,PER,-11.11003375,-77.61994979,67509.5
4614,Pimentel,PER,-6.82962319,-79.92998967,14422.5
4615,Olmos,PER,-5.979597556,-79.74997481,7579.5
4616,Sechura,PER,-5.55962319,-80.81998702,15811
4617,Chulucanas,PER,-5.089574362,-80.17000086,60435
4618,Sullana,PER,-4.889586569,-80.67999557,114496.5
4619,Abancay,PER,-13.63959511,-72.89000594,53981
4620,Camana,PER,-16.61961994,-72.71999048,18695
4621,Sicuani,PER,-14.28958128,-71.22997807,20924.5
4622,Puno,PER,-15.83294961,-70.03330693,111350
4623,Ayaviri,PER,-14.87957111,-70.59999068,12524.5
4624,Ilave,PER,-16.07960122,-69.66999577,16033
4625,Desaguadero,PER,-16.56458453,-69.04499516,5120
4626,Huarmey,PER,-10.06958047,-78.15999435,9184
4627,Cajabamba,PER,-7.619600811,-78.04000167,12036.5
4628,Jaen,PER,-5.709588197,-78.80998051,49171
4629,Chota,PER,-6.549588604,-78.65004195,13452
4630,Tingo Maria,PER,-9.289628073,-75.9899976,36138.5
4631,Moyobamba,PER,-6.049619121,-76.96665633,46005
4632,Juanjui,PER,-7.169602438,-76.73997766,27352.5
4633,Tocache,PER,-8.179618308,-76.52001693,15822.5
4634,Sechura,PER,-5.235250225,-78.50064539,8602
4635,Chachapoyas,PER,-6.229608135,-77.87001205,23128.5
4636,Caballococha,PER,-3.916260967,-70.50834253,3195
4637,Puca Urco,PER,-2.332791729,-71.91668034,10
4638,Andoas,PER,-2.902059307,-76.40247888,10
4639,Soldado Bartra,PER,-2.516139711,-75.76660038,10
4640,Nuevo Rocafuerte,PER,-0.932928854,-75.39998194,40
4641,Requena,PER,-5.069627259,-73.90999536,17097.5
4642,Huanta,PER,-12.94961139,-74.25000045,15534.5
4643,Coracora,PER,-15.01961424,-73.78997685,6433.5
4644,Chincha Alta,PER,-13.41960854,-76.13998845,138608
4645,Santiago,PER,-14.18958738,-75.73996118,10449
4646,San Ramon,PER,-11.12961912,-75.34001144,10599
4647,Junin,PER,-11.1496179,-76.01002222,11495
4648,Jauja,PER,-11.79960407,-75.50002751,21057
4649,Pativilca,PER,-10.69961953,-77.79999048,22744
4650,Chancay,PER,-11.55961871,-77.26997115,18601
4651,Chilca,PER,-12.5196118,-76.73997766,6556
4652,Chiclayo,PER,-6.762908916,-79.83658452,587083.5
4653,Juliaca,PER,-15.49999835,-70.13996708,234428
4654,Cerro de Pasco,PER,-10.69000771,-76.26998051,108071
4655,Tarapoto,PER,-6.50995278,-76.47996769,936
4656,Ayacucho,PER,-13.17502399,-74.2199506,153173.5
4657,Callao,PER,-12.07002684,-77.13496647,786231.5
4658,Paita,PER,-5.089987774,-81.12002039,47891.5
4659,Talara,PER,-4.579993063,-81.27998478,74760.5
4660,Tumbes,PER,-3.570028871,-80.45998316,105783
4661,Puerto Maldonado,PER,-12.60002033,-69.18333297,52349
4662,Ilo,PER,-17.64002277,-71.34002303,53192
4663,Moquegua,PER,-17.18997272,-70.93999577,38610
4664,Huaraz,PER,-9.530026836,-77.53000696,74986.5
4665,Cajamarca,PER,-7.150017071,-78.53002344,138832.5
4666,Huanuco,PER,-9.920028871,-76.24000818,153052
4667,Pacasmayo,PER,-7.400647767,-79.57060592,34223.5
4668,Salaverry,PER,-8.220029278,-78.98999536,7228
4669,Gueppi,PER,-0.116596254,-75.22996647,10
4670,Contamana,PER,-7.340031312,-75.01997929,16403
4671,Huancavelica,PER,-12.79003457,-74.99000696,42982
4672,Pisco,PER,-13.71003009,-76.21998356,71538
4673,Nasca,PER,-14.83001341,-74.94001001,23387
4674,Piura,PER,-5.210032126,-80.62997278,361199
4675,Arequipa,PER,-16.41999388,-71.53001144,775785
4676,Chimbote,PER,-9.070003236,-78.56999516,333406
4677,Pucallpa,PER,-8.368909079,-74.53499597,304917
4678,Iquitos,PER,-3.750017884,-73.25000981,448174.5
4679,Huancayo,PER,-12.08000039,-75.20001998,394695
4680,Cusco,PER,-13.52502846,-71.97215499,336661
4681,Tacna,PER,-18.00000079,-70.25001205,261042.5
4682,Trujillo,PER,-8.120035381,-79.01996769,521046
4683,Ica,PER,-14.06799274,-75.72549178,263132
4684,Lima,PER,-12.04801268,-77.05006209,7385117
4685,San Carlos,PHL,10.55037539,123.3800036,6353
4686,Cadiz,PHL,10.95874839,123.3085868,206105
4687,Pagadian,PHL,7.852968973,123.5070243,159590
4688,Ozamis,PHL,8.146206888,123.8444197,95444
4689,Tarlac,PHL,15.48379519,120.5833785,183930
4690,Cabanatuan,PHL,15.50208864,120.9617016,220250
4691,Olongapo,PHL,14.82957155,120.2827767,265829
4692,Dagupan,PHL,16.04789512,120.3408093,163676
4693,San Pablo,PHL,14.06956626,121.3226098,224203.5
4694,Quezon City,PHL,14.6504352,121.0299662,2761720
4695,Pasay City,PHL,14.5504413,120.9999939,403064
4696,Iligan,PHL,8.171244119,124.2153531,464599
4697,Ormac,PHL,11.0642975,124.6075256,129964.5
4698,Tacloban,PHL,11.25043601,125.0000081,234548
4699,Butuan,PHL,8.949542866,125.5435925,190557
4700,Tagum,PHL,7.382144998,125.8016646,6726
4701,Surigao,PHL,9.784298115,125.4888155,64983
4702,Gingoog,PHL,8.830377013,125.1299743,218
4703,Legazpi,PHL,13.16998293,123.7500069,320081
4704,Tuguegarao,PHL,17.61309674,121.7268746,115105
4705,Vigan,PHL,17.57472699,120.3869047,48545
4706,Bacolod,PHL,10.63168825,122.9816817,730587
4707,Roxas,PHL,11.58527346,122.7511014,91880.5
4708,Puerto Princesa,PHL,9.754267783,118.744384,147882
4709,Naga,PHL,13.61915448,123.1813594,458283
4710,Angeles,PHL,15.14505617,120.5450862,314493
4711,Batangas,PHL,13.78167686,121.021698,330939
4712,Cotabato,PHL,7.216909606,124.2484261,229476
4713,Calbayog,PHL,12.06718203,124.6041666,55015
4714,Cagayan de Oro,PHL,8.450839456,124.6852986,861824.5
4715,Zamboanga,PHL,6.919976826,122.0800313,615311.5
4716,Laoag,PHL,18.1988491,120.5936104,154576.5
4717,Baguio City,PHL,16.42999066,120.5699426,360269
4718,General Santos,PHL,6.110827249,125.1747261,744308
4719,Cebu,PHL,10.31997601,123.9000752,806817
4720,Iloilo,PHL,10.70504295,122.5450158,387681
4721,Davao,PHL,7.110016906,125.6299955,1307252
4722,Manila,PHL,14.60415895,120.9822172,7088787.5
4723,Olsztyn,POL,53.80003522,20.48003129,179236.5
4724,Elblag,POL,54.18995974,19.40268103,124332
4725,Inowroclaw,POL,52.77994244,18.24998653,78302
4726,Bytom,POL,50.35003908,18.90999792,425716.5
4727,Opole,POL,50.68497988,17.93134965,129544
4728,Koszalin,POL,54.2,16.1833333,107450
4729,Elk,POL,53.83370241,22.34999467,51312.5
4730,Gdynia,POL,54.52037884,18.53002112,284197
4731,Wroclaw,POL,51.11043194,17.03000932,622471
4732,Szczecin,POL,53.42039431,14.53000688,390241.5
4733,Zielona Gora,POL,51.95040651,15.50002519,113865.5
4734,Poznan,POL,52.4057534,16.89993974,597174.5
4735,Grudziadz,POL,53.48039064,18.75000769,100964.5
4736,Bydgoszcz,POL,53.12041262,18.01000118,366222
4737,Katowice,POL,50.26038047,19.02001705,1527362
4738,Gliwice,POL,50.3303762,18.67001257,353252.5
4739,Kielce,POL,50.8903937,20.6600203,212165.5
4740,Bialystok,POL,53.15035911,23.1699963,288722.5
4741,Lublin,POL,51.25039756,22.57272009,358001
4742,Rzeszow,POL,50.07046958,22.00004187,202034
4743,Lodz,POL,51.77499086,19.45136023,758000
4744,Gdansk,POL,54.3599752,18.64004024,597915
4745,Krakow,POL,50.05997927,19.96001135,755525
4746,Warsaw,POL,52.25000063,20.99999955,1704569.5
4747,Aveiro,PRT,40.64100311,-8.650997534,54162
4748,Leiria,PRT,39.73899603,-8.804996462,45112
4749,Viana Do Castelo,PRT,41.69623514,-8.844137484,15555
4750,Beja,PRT,38.01400214,-7.86300241,28756
