report_number,outbreak_reference,start_date,end_date,state,county,latitude,longitude
140258,ca 031 - central valley california,2024/09/17,,california,sacramento,38.575,-121.493
140256,ca 029 - central valley california,2024/09/17,,california,sacramento,38.575,-121.491
140254,ca 026 - central valley california,2024/09/17,,california,sacramento,38.575,-121.489
140252,ca 024 - central valley california,2024/09/15,2024/09/16,california,sacramento,38.577,-121.505
140250,ca 022 - central valley  california,2024/09/17,,california,sacramento,38.577,-121.503
140246,ca 018 - central valley california,2024/09/16,,california,sacramento,38.577,-121.499
140248,ca 020 - central valley california,2024/09/16,,california,sacramento,38.577,-121.501
139955,ca 017 - central valley california,2024/09/12,2024/09/12,california,sacramento,38.576,-121.506
139953,ca 014 - central valley california,2024/09/10,2024/09/11,california,sacramento,38.576,-121.503
139951,ca 012 - central valley california,2024/09/12,,california,sacramento,38.576,-121.501
139950,ca 011 - central valley  california,2024/09/10,,california,sacramento,38.576,-121.5
139949,ca 010 - central valley california,2024/09/09,,california,sacramento,38.576,-121.499
139948,ca 009 - central valley  california,2024/09/09,,california,sacramento,38.576,-121.498
139942,id 034 - twin falls county,2024/09/04,,idaho,twin falls,42.558,-114.466
139500,mi 029 - clinton county,2024/05/21,,michigan,clinton,43.0,-84.559
139499,ca 008 - central valley  california,2024/09/06,,california,sacramento,38.576,-121.497
139498,ca 007 - central valley  california,2024/09/06,,california,sacramento,38.576,-121.496
139416,ca 006 - central valley  california,2024/09/04,,california,sacramento,38.576,-121.495
139405,ca 005 - central valley  california,2024/09/02,,california,sacramento,38.576,-121.494
139400,ca 004 - central valley california,2024/09/02,,california,sacramento,38.576,-121.493
139076,nm 009 - roosevelt county,2024/04/22,,new mexico,roosevelt,34.186,-103.337
139075,ca 003 - central valley  california,2024/08/25,,california,sacramento,38.576,-121.492
139074,ca 002 - central valley  california,2024/08/15,,california,sacramento,38.576,-121.491
139062,ca 001 - central valley  california,2024/08/24,,california,sacramento,38.576,-121.49
138965,mi 028 - van buren county,2024/08/19,,michigan,van buren,42.216,-85.891
137965,co 062 - weld county,2024/07/05,,colorado,weld,40.423,-104.556
137959,co 055 - weld county,2024/07/28,,colorado,weld,40.423,-104.553
137964,co 061 - larimer county,2024/07/25,,colorado,larimer,40.589,-105.078
138659,mccone county,2024/03/11,2024/06/30,montana,mccone,47.406,-105.59
137960,co 057 - weld county,2024/07/29,,colorado,weld,40.423,-104.66
137961,co 058 - weld county,2024/07/26,,colorado,weld,40.423,-104.559
138472,id 033 - canyon county,2024/07/16,,idaho,canyon,43.665,-116.682
137967,co 056 - weld county,2024/07/01,,colorado,weld,40.423,-104.661
137966,co 063 - larimer county,2024/07/12,,colorado,larimer,40.589,-105.077
137962,co 059 - weld county,2024/07/26,,colorado,weld,40.423,-104.558
137958,co 054 - weld county,2024/07/29,,colorado,weld,40.423,-104.554
137957,co 053 - weld county,2024/07/28,,colorado,weld,40.423,-104.555
137956,sd 007 - south dakota,2024/07/29,,south dakota,hughes,44.37,-100.347
137955,sd 006 - south dakota,2024/07/29,,south dakota,hughes,44.37,-100.348
137386,co 050 - weld county,2024/07/19,,colorado,weld,40.424,-104.657
137173,co 051 - larimer county,2024/07/19,,colorado,larimer,40.59,-105.078
137749,co 042 - weld county,2024/06/21,,colorado,weld,40.424,-104.661
136036,co 026 - weld county,2024/06/24,,colorado,weld,40.423,-104.675
137572,tx 023 - erath county,2024/07/23,,texas,erath,32.22,-98.203
137571,mi 027 - van buren county,2024/07/25,,michigan,van buren,42.217,-85.89
137388,co 052 - weld county,2024/07/25,,colorado,weld,40.424,-104.656
136037,co 027 - weld county,2024/06/26,,colorado,weld,40.424,-104.673
136969,co 040 - morgan county,2024/07/10,,colorado,morgan,40.252,-103.787
137172,co 049 - morgan county,2024/07/17,,colorado,morgan,40.252,-103.787
135762,co 019 - weld county,2024/06/14,,colorado,weld,40.424,-104.681
137171,co 048 - larimer county,2024/07/15,,colorado,larimer,40.59,-105.079
137169,co 046 - weld county,2024/07/12,,colorado,weld,40.424,-104.658
135757,co 013 - weld county,2024/06/17,,colorado,weld,40.424,-104.685
135550,co 012 - weld county,2024/06/14,,colorado,weld,40.424,-104.692
135758,co 014 - weld county,2024/06/17,,colorado,weld,40.424,-104.684
136501,co 028 - larimer county,2024/07/01,,colorado,larimer,40.589,-105.08
136965,co 037 - weld county,2024/07/09,,colorado,weld,40.424,-104.666
136968,co 043 - weld county,2024/07/11,,colorado,weld,40.424,-104.662
135546,co 007 - weld county,2024/06/10,,colorado,weld,40.429,-104.691
136962,co 034 - weld county,2024/07/05,,colorado,weld,40.424,-104.668
136959,co 031 - weld county,2024/07/04,,colorado,weld,40.424,-104.671
136960,co 032 - weld county,2024/07/05,,colorado,weld,40.424,-104.67
136971,co 044 - weld county,2024/07/12,,colorado,weld,40.424,-104.66
136963,co 035 - weld county,2024/07/03,,colorado,weld,40.424,-104.667
136961,co 033 - weld county,2024/06/22,,colorado,weld,40.424,-104.669
136920,ok 002 - oklahoma,2024/04/19,,oklahoma,oklahoma,35.491,-97.502
136919,ok 001 - oklahoma,2024/04/19,,oklahoma,oklahoma,35.491,-97.503
136918,tx 022 - erath county,2024/07/01,,texas,erath,32.22,-98.199
136917,id 032 - gooding county,2024/07/09,,idaho,gooding,42.939,-114.711
136916,id 031 - canyon county,2024/06/27,,idaho,canyon,43.666,-116.679
136915,mn 009 - benton county,2024/06/28,,minnesota,benton,45.666,-93.905
136914,ia 012 - sioux county,2024/06/21,,iowa,sioux,43.005,-96.05
135545,co 006 - weld county,2024/06/10,,colorado,weld,40.429,-104.692
135760,co 016 - weld,2024/06/17,,colorado,weld,40.424,-104.682
136034,co 024 - weld county,2024/06/24,,colorado,weld,40.424,-104.677
136033,co 017 - weld county,2024/06/24,,colorado,weld,40.424,-104.674
136035,co 025 - weld county,2024/06/24,,colorado,weld,40.424,-104.675
135536,ia 005 - sioux county,2024/06/13,,iowa,sioux,43.005,-96.057
136504,co 030 - weld county,2024/06/17,,colorado,weld,40.424,-104.672
136503,mi 026 - gratiot county,2024/05/31,,michigan,gratiot,43.291,-84.598
136500,mn 008 - benton county,2024/06/20,,minnesota,benton,45.666,-93.906
134124,mi 004 - ottawa county,2024/04/08,,michigan,ottawa,42.812,-86.063
135371,mn 003 - sibley county,2024/05/25,,minnesota,sibley,44.556,-94.221
135768,adams county,2024/05/29,2024/06/30,colorado,adams,39.97,-104.761
136031,ia 011 - sioux county,2024/06/20,,iowa,sioux,43.005,-96.051
135756,co 011 - weld county,2024/06/14,,colorado,weld,40.424,-104.789
135539,tx 020 - erath county,2024/06/06,,texas,erath,32.22,-98.201
135540,tx 021 - erath county,2024/06/06,,texas,erath,32.22,-98.2
135764,co 021 - morgan county,2024/06/17,,colorado,morgan,40.252,-103.788
135763,co 020 - weld county,2024/06/14,,colorado,weld,40.424,-104.68
135761,co 018 - morgan county,2024/06/13,,colorado,morgan,40.252,-103.789
134125,mi 005 - isabella county,2024/04/10,,michigan,isabella,43.606,-84.776
135615,ia 010 - sioux county,2024/06/19,,iowa,sioux,43.005,-96.056
135613,ia 008 - sioux county,2024/06/18,,iowa,sioux,43.005,-96.054
135611,ia 006 - sioux county,2024/06/14,,iowa,sioux,43.005,-96.056
135537,mn 005 - kandiyohi county,2024/05/28,,minnesota,kandiyohi,45.12,-95.049
135547,co 008 - weld county,2024/06/11,,colorado,weld,40.424,-104.69
135541,mn 007 - morrison county,2024/06/14,,minnesota,morrison,45.976,-94.359
135136,mi 023 - clinton county,2024/05/14,,michigan,clinton,43.001,-84.559
133485,tx 002 - hartley county,2024/03/20,,texas,hartley,36.051,-102.515
135538,mn 006 - benton county,2024/06/07,,minnesota,benton,45.666,-93.907
135548,co 009 - weld county,2024/06/04,,colorado,weld,40.424,-104.692
135544,id 027 - minidoka county,2024/06/11,,idaho,minidoka,42.619,-113.676
135543,id 026 - owyhee county,2024/06/11,,idaho,owyhee,43.217,-116.549
135542,id 025 - owyhee county,2024/06/11,,idaho,owyhee,43.217,-116.55
135535,ia 004 - plymouth county,2024/06/10,,iowa,plymouth,42.79,-96.161
135534,ia 003 - sioux county,2024/06/10,,iowa,sioux,43.005,-96.058
135493,co 005 - morgan county,2024/05/15,,colorado,morgan,40.252,-103.79
135492,mi 025 - clinton county,2024/05/23,,michigan,clinton,43.001,-84.554
135377,wy 001 - wyoming,2024/05/25,,wyoming,albany,41.312,-105.59
135376,id 024 - payette county,2024/06/06,,idaho,payette,44.078,-116.929
135374,id 023 - payette county,2024/06/05,,idaho,payette,44.078,-116.93
135370,mn 002 - benton county,2024/05/30,,minnesota,benton,45.666,-93.908
135335,ia 001 - o'brien county,2024/05/31,,iowa,o'brien,43.087,-95.628
135152,tx 016 - randall county,2024/04/08,,texas,randall,34.986,-101.92
135150,id 018 - twin falls county,2024/05/27,,idaho,twin falls,42.559,-114.463
135147,id 016 - twin falls county,2024/05/27,,idaho,twin falls,42.559,-114.464
135145,id 014 - twin falls county,2024/05/27,,idaho,twin falls,42.559,-114.465
135143,id 012 - cassia county,2024/05/27,,idaho,cassia,42.534,-113.787
135140,tx 018 - comanche county,2024/05/24,,texas,comanche,31.898,-98.604
135138,sd 005 - south dakota,2024/05/22,,south dakota,hughes,44.37,-100.349
135137,mi 024 - ottawa coutny,2024/05/02,,michigan,ottawa,43.062,-86.226
135135,mi 022 - clinton county,2024/05/18,,michigan,clinton,43.001,-84.556
135134,mi 021 - calhoun county,2024/05/20,,michigan,calhoun,42.316,-85.175
134997,sd 004 - south dakota,2024/05/19,,south dakota,hughes,44.37,-100.35
134996,sd 003 - south dakota,2024/05/14,,south dakota,hughes,44.37,-100.351
134995,sd 002 - south dakota,2024/05/17,,south dakota,hughes,44.37,-100.352
133750,tx 009 - dallam county,2024/03/25,,texas,dallam,36.062,-102.52
133962,tx 010 - dallam county,2024/03/15,,texas,dallam,36.062,-102.519
134784,tx 014 - hale county,2024/05/13,,texas,hale,34.181,-101.703
134994,co 004 - weld county,2024/05/17,,colorado,weld,40.424,-104.693
134993,co 003 - weld county,2024/05/17,,colorado,weld,40.424,-104.694
134991,id 010 - cassia county,2024/05/20,,idaho,cassia,42.534,-113.788
134990,mi 020 - ionia county,2024/05/01,,michigan,ionia,42.983,-85.055
134989,mi 019 - gratiot county,2024/04/13,,michigan,gratiot,43.291,-84.599
134988,mi 018 - clinton county,2024/05/01,,michigan,clinton,43.001,-84.557
134987,mi 017 - gratiot county,2024/05/09,,michigan,gratiot,43.291,-84.6
134986,mi 016 - ionia county,2024/04/30,,michigan,ionia,42.983,-85.056
134783,mi 015 - gratiot county,2024/05/13,,michigan,gratiot,43.291,-84.601
134787,id 009 - cassia county,2024/05/17,,idaho,cassia,42.534,-113.789
134786,id 008 - cassia county,2024/05/15,,idaho,cassia,40.424,-104.694
134663,id 005 - jerome county,2024/05/08,,idaho,jerome,42.727,-114.516
134662,id 004 - jerome county,2024/05/05,,idaho,jerome,42.727,-114.517
134661,mi 014 - gratiot county,2024/05/04,,michigan,gratiot,43.291,-84.602
134660,mi 013 - clinton county,2024/05/06,,michigan,clinton,43.001,-84.602
134659,mi 012 - allegan county,2024/04/30,,michigan,allegan,42.529,-85.852
134658,mi 011 - ingham county,2024/04/30,,michigan,ingham,42.73,-84.556
134657,tx 013 - lamb county,2024/04/20,,texas,lamb,33.929,-102.33
134529,mi 007 - barry county,2024/04/06,,michigan,barry,42.649,-85.29
134533,co 002 - colorado,2024/04/21,,colorado,broomfield,39.918,-105.121
134532,mi 010 - gratiot county,2024/04/29,,michigan,gratiot,43.291,-84.603
134531,mi 009 - isabella county,2024/04/26,,michigan,isabella,43.607,-84.776
134530,mi 008 - ionia county,2024/04/21,,michigan,ionia,42.983,-85.29
134528,id 003 - cassia county,2024/04/21,,idaho,cassia,42.534,-113.791
134123,mi 003 - ionia county,2024/04/11,,michigan,ionia,42.983,-85.06
133965,nc 001 - north carolina,2024/04/04,2024/05/03,north carolina,wake,35.776,-78.64
134390,co 001 - colorado,2024/04/21,,colorado,broomfield,39.918,-105.123
134389,nm 001 - curry county,2024/04/02,,new mexico,curry,34.403,-103.195
134388,nm 008 - curry county,2024/03/21,,new mexico,curry,34.403,-103.196
134221,tx 006 - lamb county,2024/04/01,,idaho,cassia,42.535,-113.792
134222,mi 006 - ionia county,2024/04/07,,michigan,ionia,42.982,-85.059
134223,id 002 - cassia county,2024/04/02,,new mexico,curry,34.403,-103.197
134126,ks 004 - stevens county,2024/03/22,,kansas,stevens,37.177,-101.346
134128,nm 007 - curry county,2024/04/02,,new mexico,curry,34.403,-103.197
133957,oh 001 - wood county,2024/03/27,,ohio,wood,41.377,-83.648
133742,nm 002 - curry county,2024/03/16,,new mexico,curry,34.403,-103.201
133967,nm 006 - curry county,2024/04/01,,new mexico,curry,34.403,-103.197
134129,tx 012 - hartley county,2024/04/03,,texas,hartley,36.051,-102.514
133964,sd 001 - brown county,2024/03/29,,south dakota,brown,45.465,-98.487
133966,tx 003 - hale county,2024/03/14,,texas,hale,34.185,-101.701
133963,tx 011 - castro county,2024/03/10,,texas,castro,34.551,-102.311
133961,nm 005 - curry county,2024/04/01,,new mexico,curry,34.403,-103.198
133960,nm 004 - curry county,2024/03/29,,new mexico,curry,34.403,-103.199
133959,nm 003 - curry county,2024/03/28,,new mexico,curry,34.403,-103.2
133958,mi 002 - montcalm county,2024/03/30,,michigan,montcalm,43.292,-85.082
133490,ks 001 - seward county,2024/03/21,,kansas,seward,37.043,-100.921
133743,ks 002 - kearny county,2024/03/20,,kansas,kearny,37.943,-101.256
133741,ks 003 - gray county,2024/03/25,,kansas,gray,37.804,-100.349
133746,tx 004 - moore county,2024/03/14,,texas,moore,35.856,-101.972
133747,tx 005 - lamb county,2024/03/21,,texas,lamb,33.92,-102.333
133748,tx 007 - hale county,2024/03/11,,texas,hale,34.185,-101.702
133749,tx 008 - dallam county,2024/03/17,,texas,dallam,36.062,-102.521
133786,id 001 - cassia county,2024/03/13,,idaho,cassia,42.535,-113.793
133740,mi 001 - montcalm county,2024/03/20,,michigan,montcalm,43.292,-85.083
133744,tx 001 - castro county,2024/03/13,,texas,castro,34.551,-102.312
