outbreak_reference,start_date,end_date,state,county,county_code
142072,2024-10-14,,california,sacramento,6067
142071,2024-10-14,,california,sacramento,6067
142070,2024-10-12,,california,sacramento,6067
142069,2024-10-14,,california,sacramento,6067
142068,2024-10-14,,california,sacramento,6067
142067,2024-10-14,,california,sacramento,6067
142066,2024-10-14,,california,sacramento,6067
142065,2024-10-14,,california,sacramento,6067
142064,2024-10-14,,california,sacramento,6067
142063,2024-10-14,,california,sacramento,6067
142062,2024-10-14,,california,sacramento,6067
142061,2024-10-16,,california,sacramento,6067
142060,2024-10-14,,california,sacramento,6067
142059,2024-10-10,,california,sacramento,6067
142058,2024-09-28,,california,sacramento,6067
142057,2024-10-01,,california,sacramento,6067
141620,2024-10-21,,idaho,twin falls,16083
141619,2024-10-17,,idaho,canyon,16027
141327,2024-10-08,,california,sacramento,6067
141590,2024-10-16,,california,sacramento,6067
141589,2024-10-16,,california,sacramento,6067
141588,2024-10-14,,california,sacramento,6067
141587,2024-10-14,,california,sacramento,6067
141586,2024-10-10,,california,sacramento,6067
141585,2024-10-10,,california,sacramento,6067
141584,2024-10-09,,california,sacramento,6067
141583,2024-10-09,,california,sacramento,6067
141582,2024-10-09,,california,sacramento,6067
141581,2024-10-09,,california,sacramento,6067
141580,2024-10-09,,california,sacramento,6067
141579,2024-10-07,,california,sacramento,6067
141577,2024-10-10,,california,sacramento,6067
141578,2024-10-10,,california,sacramento,6067
141576,2024-10-09,,california,sacramento,6067
141575,2024-10-09,,california,sacramento,6067
141574,2024-10-06,,california,sacramento,6067
141340,2024-10-06,,california,sacramento,6067
141339,2024-10-06,,california,sacramento,6067
141338,2024-10-09,,california,sacramento,6067
141337,2024-10-08,,california,sacramento,6067
141336,2024-10-08,,california,sacramento,6067
141335,2024-10-07,,california,sacramento,6067
141334,2024-10-08,,california,sacramento,6067
141332,2024-10-08,,california,sacramento,6067
141331,2024-10-08,,california,sacramento,6067
141330,2024-10-08,,california,sacramento,6067
141329,2024-10-07,,california,sacramento,6067
141328,2024-10-08,,california,sacramento,6067
141326,2024-10-07,,california,sacramento,6067
141325,2024-10-07,,california,sacramento,6067
141324,2024-10-01,,california,sacramento,6067
141323,2024-10-03,,california,sacramento,6067
141322,2023-10-08,,california,sacramento,6067
141321,2024-10-07,,california,sacramento,6067
141320,2024-10-07,,california,sacramento,6067
141319,2024-09-21,,california,sacramento,6067
141016,2024-09-30,,california,sacramento,6067
141055,2024-10-02,,california,sacramento,6067
141054,2024-10-02,,california,sacramento,6067
141053,2024-10-01,,california,sacramento,6067
141052,2024-10-01,,california,sacramento,6067
141051,2024-10-01,,california,sacramento,6067
141050,2024-10-02,,california,sacramento,6067
141049,2024-10-02,,california,sacramento,6067
141048,2024-10-02,,california,sacramento,6067
141047,2024-10-02,,california,sacramento,6067
141046,2024-10-02,,california,sacramento,6067
141045,2024-10-02,,california,sacramento,6067
141044,2024-10-02,,california,sacramento,6067
141043,2024-10-02,,california,sacramento,6067
141042,2024-10-02,,california,sacramento,6067
141041,2024-10-01,,california,sacramento,6067
141040,2024-10-01,,california,sacramento,6067
141039,2024-10-01,,california,sacramento,6067
141038,2024-10-01,,california,sacramento,6067
141030,2024-10-01,,california,sacramento,6067
141037,2024-10-01,,california,sacramento,6067
141036,2024-10-01,,california,sacramento,6067
141035,2024-10-01,,california,sacramento,6067
141034,2024-10-01,,california,sacramento,6067
141033,2024-10-01,,california,sacramento,6067
141032,2024-10-01,,california,sacramento,6067
141031,2024-10-02,,california,sacramento,6067
141029,2024-09-30,,california,sacramento,6067
141028,2024-09-30,,california,sacramento,6067
141027,2024-09-30,,california,sacramento,6067
141026,2024-09-30,,california,sacramento,6067
141025,2024-09-30,,california,sacramento,6067
141024,2024-09-30,,california,sacramento,6067
141023,2024-09-30,,california,sacramento,6067
141022,2024-09-30,,california,sacramento,6067
141021,2024-09-30,,california,sacramento,6067
141020,2024-09-30,,california,sacramento,6067
141019,2024-09-30,,california,sacramento,6067
141018,2024-09-30,,california,sacramento,6067
141017,2024-09-30,,california,sacramento,6067
141015,2024-09-28,,california,sacramento,6067
141014,2024-09-23,,california,sacramento,6067
141013,2024-09-29,,california,sacramento,6067
140624,2024-09-18,,california,sacramento,6067
140625,2024-09-23,,california,sacramento,6067
140627,2024-09-23,,california,sacramento,6067
140628,2024-09-23,,california,sacramento,6067
140629,2024-09-23,,california,sacramento,6067
140630,2024-09-23,,california,sacramento,6067
140631,2024-09-23,,california,sacramento,6067
140632,2024-09-23,,california,sacramento,6067
140633,2024-09-23,,california,sacramento,6067
140634,2024-09-23,,california,sacramento,6067
140639,2024-09-27,,california,sacramento,6067
140638,2024-09-26,,california,sacramento,6067
140637,2024-09-25,,california,sacramento,6067
140636,2024-09-24,,california,sacramento,6067
140635,2024-09-23,,california,sacramento,6067
140612,2024-09-27,,idaho,canyon,16027
140564,2024-09-08,,idaho,payette,16075
140269,2024-09-18,,california,sacramento,6067
140268,2024-09-18,,california,sacramento,6067
140267,2024-09-18,,california,sacramento,6067
140266,2024-09-18,,california,sacramento,6067
140265,2024-09-18,,california,sacramento,6067
140264,2024-09-18,,california,sacramento,6067
140263,2024-09-17,,california,sacramento,6067
140262,2024-09-17,,california,sacramento,6067
140261,2024-09-17,,california,sacramento,6067
140260,2024-09-17,,california,sacramento,6067
140259,2024-09-17,,california,sacramento,6067
140258,2024-09-17,,california,sacramento,6067
140257,2024-09-17,,california,sacramento,6067
140256,2024-09-17,,california,sacramento,6067
140255,2024-09-17,,california,sacramento,6067
140254,2024-09-17,,california,sacramento,6067
140253,2024-09-17,,california,sacramento,6067
140252,2024-09-15,,california,sacramento,6067
140251,2024-09-16,,california,sacramento,6067
140250,2024-09-17,,california,sacramento,6067
140245,2024-09-12,,california,sacramento,6067
140246,2024-09-16,,california,sacramento,6067
140247,2024-09-17,,california,sacramento,6067
140248,2024-09-16,,california,sacramento,6067
140249,2024-09-17,,california,sacramento,6067
139955,2024-09-12,,california,sacramento,6067
139954,2024-09-12,,california,sacramento,6067
139953,2024-09-11,,california,sacramento,6067
139952,2024-09-10,,california,sacramento,6067
139951,2024-09-12,,california,sacramento,6067
139950,2024-09-10,,california,sacramento,6067
139949,2024-09-09,,california,sacramento,6067
139948,2024-09-09,,california,sacramento,6067
139942,2024-09-04,,idaho,twin falls,16083
139500,2024-05-21,,michigan,clinton,26037
139499,2024-09-06,,california,sacramento,6067
139498,2024-09-06,,california,sacramento,6067
139416,2024-09-04,,california,sacramento,6067
139405,2024-09-02,,california,sacramento,6067
139400,2024-09-02,,california,sacramento,6067
139076,2024-04-22,,new mexico,roosevelt,35041
139075,2024-08-25,,california,sacramento,6067
139074,2024-08-15,,california,sacramento,6067
139062,2024-08-24,,california,sacramento,6067
138965,2024-08-19,,michigan,van buren,26159
137965,2024-07-05,,colorado,weld,8123
137959,2024-07-28,,colorado,weld,8123
137963,2024-07-29,,colorado,weld,8123
137964,2024-07-25,,colorado,larimer,8069
138473,2024-07-31,,colorado,broomfield,8014
137960,2024-07-29,,colorado,weld,8123
137961,2024-07-26,,colorado,weld,8123
138472,2024-07-16,,idaho,canyon,16027
137967,2024-07-01,,colorado,weld,8123
137966,2024-07-12,,colorado,larimer,8069
137962,2024-07-26,,colorado,weld,8123
137958,2024-07-29,,colorado,weld,8123
137957,2024-07-28,,colorado,weld,8123
137956,2024-07-29,,south dakota,hughes,46065
137955,2024-07-29,,south dakota,hughes,46065
137386,2024-07-19,,colorado,weld,8123
137173,2024-07-19,,colorado,larimer,8069
137749,2024-06-21,,colorado,weld,8123
136036,2024-06-24,,colorado,weld,8123
137572,2024-07-23,,texas,erath,48143
137571,2024-07-25,,michigan,van buren,26159
137388,2024-07-25,,colorado,weld,8123
135766,2024-06-19,,colorado,weld,8123
136037,2024-06-26,,colorado,weld,8123
137167,2024-07-09,,colorado,weld,8123
136969,2024-07-10,,colorado,morgan,8087
136966,2024-07-10,,colorado,weld,8123
137172,2024-07-17,,colorado,morgan,8087
137384,2024-07-16,,colorado,larimer,8069
135762,2024-06-14,,colorado,weld,8123
137174,2024-07-01,,minnesota,stearns,27145
137171,2024-07-15,,colorado,larimer,8069
137170,2024-07-14,,colorado,weld,8123
137169,2024-07-12,,colorado,weld,8123
137168,2024-07-14,,colorado,weld,8123
135757,2024-06-17,,colorado,weld,8123
135765,2024-06-20,,colorado,weld,8123
135550,2024-06-14,,colorado,weld,8123
135759,2024-06-17,,colorado,weld,8123
135758,2024-06-17,,colorado,weld,8123
136502,2024-07-02,,colorado,morgan,8087
136501,2024-07-01,,colorado,larimer,8069
136964,2024-07-09,,colorado,larimer,8069
136965,2024-07-09,,colorado,weld,8123
136967,2024-07-10,,colorado,larimer,8069
136968,2024-07-11,,colorado,weld,8123
135546,2024-06-10,,colorado,weld,8123
136962,2024-07-05,,colorado,weld,8123
136959,2024-07-04,,colorado,weld,8123
136960,2024-07-05,,colorado,weld,8123
136971,2024-07-12,,colorado,weld,8123
136963,2024-07-03,,colorado,weld,8123
136961,2024-06-22,,colorado,weld,8123
136958,2024-07-03,,new york,erie,36029
136919,2024-04-19,,oklahoma,oklahoma,40109
136918,2024-07-01,,texas,erath,48143
136917,2024-07-09,,idaho,gooding,16047
136916,2024-06-27,,idaho,canyon,16027
136915,2024-06-28,,minnesota,benton,27009
136914,2024-06-21,,iowa,sioux,19167
135545,2024-06-10,,colorado,weld,8123
135760,2024-06-17,,colorado,weld,8123
136034,2024-06-24,,colorado,weld,8123
136033,2024-06-24,,colorado,weld,8123
136035,2024-06-24,,colorado,weld,8123
135536,2024-06-13,,iowa,sioux,19167
136504,2024-06-17,,colorado,weld,8123
136503,2024-05-31,,michigan,gratiot,26057
136500,2024-06-20,,minnesota,benton,27009
134124,2024-04-08,,michigan,ottawa,26139
135371,2024-05-25,,minnesota,sibley,27143
136032,2024-06-24,,iowa,sioux,19167
136031,2024-06-20,,iowa,sioux,19167
136028,2024-06-05,,idaho,twin falls,16083
135756,2024-06-14,,colorado,weld,8123
135141,2024-05-28,,texas,erath,48143
135539,2024-06-06,,texas,erath,48143
135540,2024-06-06,,texas,erath,48143
135764,2024-06-17,,colorado,morgan,8087
135763,2024-06-14,,colorado,weld,8123
135761,2024-06-13,,colorado,morgan,8087
134125,2024-04-10,,michigan,isabella,26073
135616,2024-06-13,,idaho,canyon,16027
135615,2024-06-19,,iowa,sioux,19167
135614,2024-06-18,,iowa,sioux,19167
135613,2024-06-18,,iowa,sioux,19167
135612,2024-06-11,,iowa,sioux,19167
135611,2024-06-14,,iowa,sioux,19167
135537,2024-05-28,,minnesota,kandiyohi,27067
135547,2024-06-11,,colorado,weld,8123
135541,2024-06-14,,minnesota,morrison,27097
135136,2024-05-14,,michigan,clinton,26037
133485,2024-03-20,,texas,hartley,48205
135538,2024-06-07,,minnesota,benton,27009
135548,2024-06-04,,colorado,weld,8123
135544,2024-06-11,,idaho,minidoka,16067
135543,2024-06-11,,idaho,owyhee,16073
135542,2024-06-11,,idaho,owyhee,16073
135535,2024-06-10,,iowa,plymouth,19149
135534,2024-06-10,,iowa,sioux,19167
135493,2024-05-15,,colorado,morgan,8087
135492,2024-05-23,,michigan,clinton,26037
135377,2024-05-25,,wyoming,albany,56001
135373,2024-05-30,,idaho,canyon,16027
135376,2024-06-06,,idaho,payette,16075
135375,2024-06-03,,idaho,franklin,16041
135374,2024-06-05,,idaho,payette,16075
135372,2024-06-04,,minnesota,lincoln,27081
135370,2024-05-30,,minnesota,benton,27009
135340,2024-06-06,,iowa,sioux,19167
135335,2024-05-31,,iowa,o'brien,19141
135152,2024-04-08,,texas,randall,48381
135151,2024-05-27,,idaho,jerome,16053
135150,2024-05-27,,idaho,twin falls,16083
135149,2024-05-23,,idaho,cassia,16031
135147,2024-05-27,,idaho,twin falls,16083
135146,2024-05-27,,idaho,gooding,16047
135145,2024-05-27,,idaho,twin falls,16083
135144,2024-05-27,,idaho,twin falls,16083
135143,2024-05-27,,idaho,cassia,16031
135142,2024-05-27,,idaho,twin falls,16083
135140,2024-05-24,,texas,comanche,48093
135139,2024-04-30,,texas,erath,48143
135138,2024-05-22,,south dakota,hughes,46065
135137,2024-05-02,,michigan,ottawa,26139
135135,2024-05-18,,michigan,clinton,26037
135134,2024-05-20,,michigan,calhoun,26025
134997,2024-05-19,,south dakota,hughes,46065
134996,2024-05-14,,south dakota,hughes,46065
134995,2024-05-17,,south dakota,hughes,46065
133750,2024-03-25,,texas,dallam,48111
133962,2024-03-15,,texas,dallam,48111
134784,2024-05-13,,texas,hale,48189
134994,2024-05-17,,colorado,weld,8123
134993,2024-05-17,,colorado,weld,8123
134992,2024-05-20,,texas,lamb,48279
134991,2024-05-20,,idaho,cassia,16031
134990,2024-05-01,,michigan,ionia,26067
134989,2024-04-13,,michigan,gratiot,26057
134988,2024-05-01,,michigan,clinton,26037
134987,2024-05-09,,michigan,gratiot,26057
134986,2024-04-30,,michigan,ionia,26067
134783,2024-05-13,,michigan,gratiot,26057
134787,2024-05-17,,idaho,cassia,16031
134786,2024-05-15,,idaho,cassia,16031
134785,2024-05-11,,idaho,minidoka,16067
134663,2024-05-08,,idaho,jerome,16053
134662,2024-05-05,,idaho,jerome,16053
134661,2024-05-04,,michigan,gratiot,26057
134660,2024-05-06,,michigan,clinton,26037
134659,2024-04-30,,michigan,allegan,26005
134658,2024-04-30,,michigan,ingham,26065
134657,2024-04-20,,texas,lamb,48279
134529,2024-04-06,,michigan,barry,26015
134533,2024-04-21,,colorado,broomfield,8014
134532,2024-04-29,,michigan,gratiot,26057
134531,2024-04-26,,michigan,isabella,26073
134530,2024-04-21,,michigan,ionia,26067
134528,2024-04-21,,idaho,cassia,16031
134123,2024-04-11,,michigan,ionia,26067
133965,2024-04-04,2024-05-03,north carolina,wake,37183
134390,2024-04-21,,colorado,broomfield,8014
134389,2024-03-20,,new mexico,curry,35009
134388,2024-03-21,,new mexico,curry,35009
134221,2024-03-23,,texas,lamb,48279
134222,2024-04-07,,michigan,ionia,26067
134223,2024-04-01,,idaho,cassia,16031
134126,2024-03-22,,kansas,stevens,20189
134128,2024-04-02,,new mexico,curry,35009
133957,2024-03-27,,ohio,wood,39173
133742,2024-03-16,,new mexico,curry,35009
133967,2024-04-01,,new mexico,curry,35009
134129,2024-04-03,,texas,hartley,48205
133964,2024-03-29,,south dakota,brown,46013
133966,2024-03-14,,texas,hale,48189
133963,2024-03-10,,texas,castro,48069
133961,2024-04-01,,new mexico,curry,35009
133960,2024-03-29,,new mexico,curry,35009
133959,2024-03-28,,new mexico,curry,35009
133958,2024-03-30,,michigan,montcalm,26117
133490,2024-03-21,,kansas,seward,20175
133743,2024-03-20,,kansas,kearny,20093
133741,2024-03-25,,kansas,gray,20069
133746,2024-03-14,,texas,moore,48341
133747,2024-03-21,,texas,lamb,48279
133748,2024-03-11,,texas,hale,48189
133749,2024-03-17,,texas,dallam,48111
133786,2024-03-13,,idaho,cassia,16031
133740,2024-03-20,,michigan,montcalm,26117
133744,2024-03-13,,texas,castro,48069
